account_id,account_name,global_region,industry_vertical,contract_tier,active_seats,total_licensed_seats,credits_consumed,monthly_credit_allowance,annual_contract_value,snapshot_month,api_calls_latest,api_mom_pct,api_3m_pct,seat_utilization,credit_utilization,account_status
ACC_0268,BizCorp_0268,APAC,Technology,Standard,1,14,607,8472,13440,2026-08-01,717,-0.523,-0.862,0.071,0.072,Churn Risk
ACC_0599,BizCorp_0599,EMEA,Logistics,Standard,1,14,902,12407,13440,2026-08-01,1169,-0.49,-0.886,0.071,0.073,Churn Risk
ACC_0734,BizCorp_0734,AMER,Manufacturing,Standard,1,14,651,10322,13440,2026-08-01,838,-0.5,-0.885,0.071,0.063,Churn Risk
ACC_0849,BizCorp_0849,APAC,Logistics,Standard,1,14,488,7084,13440,2026-08-01,570,-0.528,-0.867,0.071,0.069,Churn Risk
ACC_0071,BizCorp_0071,EMEA,Financial Services,Standard,1,14,1079,12491,13440,2026-08-01,1328,-0.519,-0.869,0.071,0.086,Churn Risk
ACC_0042,BizCorp_0042,APAC,Logistics,Standard,1,14,760,11537,13440,2026-08-01,875,-0.552,-0.871,0.071,0.066,Churn Risk
ACC_0025,BizCorp_0025,EMEA,Retail,Standard,1,13,923,14577,12480,2026-08-01,1055,-0.522,-0.872,0.077,0.063,Churn Risk
ACC_0197,BizCorp_0197,AMER,Retail,Standard,1,13,555,4282,12480,2026-08-01,666,-0.47,-0.894,0.077,0.13,Churn Risk
ACC_0562,BizCorp_0562,AMER,Financial Services,Standard,1,13,221,2857,12480,2026-08-01,280,-0.502,-0.849,0.077,0.077,Churn Risk
ACC_0867,BizCorp_0867,APAC,Financial Services,Standard,1,13,634,10673,12480,2026-08-01,727,-0.559,-0.858,0.077,0.059,Churn Risk
ACC_0835,BizCorp_0835,APAC,Healthcare,Standard,1,12,416,3167,11520,2026-08-01,490,-0.511,-0.859,0.083,0.131,Churn Risk
ACC_0740,BizCorp_0740,AMER,Technology,Standard,1,12,210,1618,11520,2026-08-01,272,-0.486,-0.832,0.083,0.13,Churn Risk
ACC_0616,BizCorp_0616,APAC,Technology,Standard,1,12,585,10660,11520,2026-08-01,652,-0.508,-0.893,0.083,0.055,Churn Risk
ACC_0915,BizCorp_0915,AMER,Manufacturing,Standard,1,12,580,13991,11520,2026-08-01,668,-0.542,-0.89,0.083,0.041,Churn Risk
ACC_0535,BizCorp_0535,APAC,Manufacturing,Standard,1,12,819,11602,11520,2026-08-01,908,-0.544,-0.893,0.083,0.071,Churn Risk
ACC_0739,BizCorp_0739,APAC,Manufacturing,Standard,1,12,263,6398,11520,2026-08-01,337,-0.501,-0.848,0.083,0.041,Churn Risk
ACC_0564,BizCorp_0564,EMEA,Technology,Standard,1,12,783,14184,11520,2026-08-01,924,-0.493,-0.878,0.083,0.055,Churn Risk
ACC_0248,BizCorp_0248,AMER,Manufacturing,Standard,1,12,393,3161,11520,2026-08-01,453,-0.544,-0.866,0.083,0.124,Churn Risk
ACC_0194,BizCorp_0194,EMEA,Healthcare,Standard,1,12,476,10997,11520,2026-08-01,583,-0.479,-0.881,0.083,0.043,Churn Risk
ACC_0341,BizCorp_0341,AMER,Logistics,Standard,1,12,498,7551,11520,2026-08-01,549,-0.53,-0.896,0.083,0.066,Churn Risk
ACC_0323,BizCorp_0323,EMEA,Healthcare,Standard,1,11,263,2264,10560,2026-08-01,305,-0.488,-0.894,0.091,0.116,Churn Risk
ACC_0753,BizCorp_0753,APAC,Retail,Standard,1,11,513,8804,10560,2026-08-01,609,-0.495,-0.891,0.091,0.058,Churn Risk
ACC_0944,BizCorp_0944,APAC,Financial Services,Standard,1,11,364,2826,10560,2026-08-01,406,-0.563,-0.89,0.091,0.129,Churn Risk
ACC_0258,BizCorp_0258,AMER,Manufacturing,Standard,1,11,4039,72127,10560,2026-08-01,5011,-0.483,-0.878,0.091,0.056,Churn Risk
ACC_0952,BizCorp_0952,APAC,Financial Services,Standard,1,10,349,6252,9600,2026-08-01,428,-0.505,-0.873,0.1,0.056,Churn Risk
ACC_0713,BizCorp_0713,EMEA,Manufacturing,Standard,1,10,723,7841,9600,2026-08-01,906,-0.489,-0.863,0.1,0.092,Churn Risk
ACC_0573,BizCorp_0573,AMER,Retail,Standard,1,10,446,3759,9600,2026-08-01,507,-0.514,-0.901,0.1,0.119,Churn Risk
ACC_0428,BizCorp_0428,AMER,Manufacturing,Standard,1,9,609,4623,8640,2026-08-01,724,-0.53,-0.888,0.111,0.132,Churn Risk
ACC_0859,BizCorp_0859,APAC,Healthcare,Standard,1,9,462,12271,8640,2026-08-01,570,-0.477,-0.876,0.111,0.038,Churn Risk
ACC_0487,BizCorp_0487,EMEA,Technology,Standard,1,9,310,3898,8640,2026-08-01,389,-0.505,-0.862,0.111,0.08,Churn Risk
ACC_0131,BizCorp_0131,APAC,Manufacturing,Standard,1,8,378,6221,7680,2026-08-01,479,-0.511,-0.887,0.125,0.061,Churn Risk
ACC_0561,BizCorp_0561,EMEA,Retail,Standard,1,8,761,5243,7680,2026-08-01,930,-0.497,-0.863,0.125,0.145,Churn Risk
ACC_0089,BizCorp_0089,APAC,Healthcare,Standard,1,8,800,10794,7680,2026-08-01,963,-0.516,-0.864,0.125,0.074,Churn Risk
ACC_0534,BizCorp_0534,APAC,Manufacturing,Standard,1,8,1078,26911,7680,2026-08-01,1283,-0.522,-0.884,0.125,0.04,Churn Risk
ACC_0520,BizCorp_0520,APAC,Healthcare,Standard,1,8,311,3735,7680,2026-08-01,363,-0.495,-0.89,0.125,0.083,Churn Risk
ACC_0905,BizCorp_0905,EMEA,Logistics,Standard,1,8,457,8308,7680,2026-08-01,586,-0.419,-0.879,0.125,0.055,Churn Risk
ACC_0555,BizCorp_0555,APAC,Logistics,Standard,1,8,728,5377,7680,2026-08-01,942,-0.477,-0.868,0.125,0.135,Churn Risk
ACC_0797,BizCorp_0797,AMER,Retail,Standard,1,8,450,7349,7680,2026-08-01,521,-0.493,-0.858,0.125,0.061,Churn Risk
ACC_0807,BizCorp_0807,APAC,Healthcare,Standard,1,7,681,14215,6720,2026-08-01,868,-0.443,-0.849,0.143,0.048,Churn Risk
ACC_0635,BizCorp_0635,EMEA,Retail,Standard,1,7,534,5479,6720,2026-08-01,593,-0.565,-0.902,0.143,0.097,Churn Risk
ACC_0524,BizCorp_0524,APAC,Technology,Standard,1,7,666,10757,6720,2026-08-01,792,-0.542,-0.87,0.143,0.062,Churn Risk
ACC_0155,BizCorp_0155,AMER,Financial Services,Standard,1,7,589,7768,6720,2026-08-01,658,-0.552,-0.897,0.143,0.076,Churn Risk
ACC_0362,BizCorp_0362,AMER,Healthcare,Standard,1,7,736,12472,6720,2026-08-01,865,-0.501,-0.874,0.143,0.059,Churn Risk
ACC_0244,BizCorp_0244,AMER,Logistics,Standard,1,7,553,5164,6720,2026-08-01,609,-0.516,-0.871,0.143,0.107,Churn Risk
ACC_0746,BizCorp_0746,EMEA,Financial Services,Standard,1,7,542,12629,6720,2026-08-01,618,-0.516,-0.882,0.143,0.043,Churn Risk
ACC_0476,BizCorp_0476,AMER,Manufacturing,Standard,1,7,937,12667,6720,2026-08-01,1203,-0.456,-0.861,0.143,0.074,Churn Risk
ACC_0301,BizCorp_0301,AMER,Logistics,Standard,1,6,557,8518,5760,2026-08-01,706,-0.477,-0.848,0.167,0.065,Churn Risk
ACC_0294,BizCorp_0294,EMEA,Financial Services,Standard,1,6,995,10170,5760,2026-08-01,1163,-0.537,-0.868,0.167,0.098,Churn Risk
ACC_0057,BizCorp_0057,AMER,Financial Services,Standard,1,6,975,13856,5760,2026-08-01,1235,-0.431,-0.865,0.167,0.07,Churn Risk
ACC_0532,BizCorp_0532,AMER,Logistics,Standard,1,6,987,22524,5760,2026-08-01,1207,-0.468,-0.874,0.167,0.044,Churn Risk
ACC_0789,BizCorp_0789,AMER,Financial Services,Standard,1,6,465,4380,5760,2026-08-01,543,-0.546,-0.877,0.167,0.106,Churn Risk
ACC_0716,BizCorp_0716,APAC,Technology,Standard,1,6,908,19026,5760,2026-08-01,1157,-0.434,-0.868,0.167,0.048,Churn Risk
ACC_0195,BizCorp_0195,APAC,Technology,Standard,1,5,569,10106,4800,2026-08-01,722,-0.486,-0.876,0.2,0.056,Churn Risk
ACC_0981,BizCorp_0981,EMEA,Manufacturing,Standard,1,5,196,3524,4800,2026-08-01,251,-0.424,-0.854,0.2,0.056,Churn Risk
ACC_0884,BizCorp_0884,APAC,Financial Services,Standard,1,5,867,20018,4800,2026-08-01,969,-0.537,-0.896,0.2,0.043,Churn Risk
ACC_0827,BizCorp_0827,AMER,Logistics,Standard,1,5,437,7712,4800,2026-08-01,562,-0.486,-0.866,0.2,0.057,Churn Risk
ACC_0596,BizCorp_0596,AMER,Logistics,Standard,1,5,715,11465,4800,2026-08-01,905,-0.493,-0.876,0.2,0.062,Churn Risk
ACC_0542,BizCorp_0542,APAC,Healthcare,Standard,1,4,741,9589,3840,2026-08-01,956,-0.44,-0.858,0.25,0.077,Churn Risk
ACC_0287,BizCorp_0287,AMER,Financial Services,Standard,1,4,681,6050,3840,2026-08-01,861,-0.45,-0.865,0.25,0.113,Churn Risk
ACC_0292,BizCorp_0292,APAC,Manufacturing,Standard,1,4,237,3651,3840,2026-08-01,261,-0.57,-0.892,0.25,0.065,Churn Risk
ACC_0526,BizCorp_0526,EMEA,Retail,Standard,1,4,782,10276,3840,2026-08-01,940,-0.457,-0.876,0.25,0.076,Churn Risk
ACC_0816,BizCorp_0816,EMEA,Financial Services,Standard,1,4,762,10773,3840,2026-08-01,877,-0.516,-0.885,0.25,0.071,Churn Risk
ACC_0220,BizCorp_0220,AMER,Financial Services,Standard,1,3,1224,25788,2880,2026-08-01,1373,-0.554,-0.868,0.333,0.047,Churn Risk
ACC_0820,BizCorp_0820,EMEA,Healthcare,Standard,1,3,430,8424,2880,2026-08-01,546,-0.432,-0.868,0.333,0.051,Churn Risk
ACC_0908,BizCorp_0908,AMER,Logistics,Standard,1,3,945,7788,2880,2026-08-01,1104,-0.514,-0.865,0.333,0.121,Churn Risk
