account_id,snapshot_month,account_status,api_calls_latest,api_mom_pct,api_3m_pct,seat_utilization,credit_utilization,status_sort,recommended_action
ACC_0231,2026-08-01,Churn Risk,6443,-0.465,-0.836,0.088,0.062,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0232,2026-08-01,Churn Risk,2991,-0.55,-0.885,0.066,0.068,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0233,2026-08-01,Healthy,148359,-0.109,-0.034,0.566,0.66,4,Monitor - no action required
ACC_0234,2026-08-01,Healthy,28705,0.228,0.214,0.766,0.825,4,Monitor - no action required
ACC_0235,2026-08-01,Low Adoption,119770,0.171,1.125,0.485,0.687,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0236,2026-08-01,Healthy,2055,-0.191,-0.042,0.588,0.302,4,Monitor - no action required
ACC_0237,2026-08-01,Healthy,56337,0.06,-0.009,0.665,0.476,4,Monitor - no action required
ACC_0238,2026-08-01,Healthy,14803,-0.016,0.241,0.762,0.384,4,Monitor - no action required
ACC_0239,2026-08-01,Healthy,28456,-0.037,-0.035,0.926,0.766,4,Monitor - no action required
ACC_0240,2026-08-01,Healthy,8613,-0.189,0.081,0.7,0.511,4,Monitor - no action required
ACC_0241,2026-08-01,Healthy,373554,-0.034,-0.216,0.518,0.368,4,Monitor - no action required
ACC_0242,2026-08-01,Healthy,3689,0.086,0.095,0.5,0.355,4,Monitor - no action required
ACC_0243,2026-08-01,Expansion Opportunity,102747,0.182,0.801,0.822,0.883,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0244,2026-08-01,Churn Risk,609,-0.516,-0.871,0.143,0.107,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0245,2026-08-01,Churn Risk,2195,-0.531,-0.871,0.043,0.086,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0246,2026-08-01,Healthy,54933,0.095,0.804,0.695,0.746,4,Monitor - no action required
ACC_0247,2026-08-01,Healthy,9850,-0.083,0.155,0.846,0.522,4,Monitor - no action required
ACC_0248,2026-08-01,Churn Risk,453,-0.544,-0.866,0.083,0.124,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0249,2026-08-01,Healthy,129286,0.067,-0.046,0.701,0.503,4,Monitor - no action required
ACC_0250,2026-08-01,Healthy,9398,-0.037,0.229,0.583,0.731,4,Monitor - no action required
ACC_0251,2026-08-01,Healthy,36169,-0.096,-0.029,0.808,0.671,4,Monitor - no action required
ACC_0252,2026-08-01,Healthy,25947,0.143,0.067,0.925,0.544,4,Monitor - no action required
ACC_0253,2026-08-01,Churn Risk,4221,-0.497,-0.894,0.08,0.13,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0254,2026-08-01,Healthy,149350,-0.047,-0.166,0.774,0.388,4,Monitor - no action required
ACC_0255,2026-08-01,Healthy,24730,0.035,-0.062,0.531,0.652,4,Monitor - no action required
ACC_0256,2026-08-01,Healthy,258312,0.184,0.386,0.715,0.501,4,Monitor - no action required
ACC_0257,2026-08-01,Healthy,47473,-0.062,-0.068,0.917,0.482,4,Monitor - no action required
ACC_0258,2026-08-01,Churn Risk,5011,-0.483,-0.878,0.091,0.056,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0259,2026-08-01,Healthy,13195,0.307,0.585,0.56,0.546,4,Monitor - no action required
ACC_0260,2026-08-01,Healthy,40580,-0.019,0.05,0.745,0.582,4,Monitor - no action required
ACC_0261,2026-08-01,Low Adoption,33334,-0.043,-0.078,0.477,0.608,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0262,2026-08-01,Healthy,170885,0.097,0.123,0.828,1.176,4,Monitor - no action required
ACC_0263,2026-08-01,Expansion Opportunity,348315,0.264,0.776,0.747,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0264,2026-08-01,Expansion Opportunity,52894,0.367,0.591,0.696,0.919,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0265,2026-08-01,Healthy,6851,0.313,0.235,1.0,0.48,4,Monitor - no action required
ACC_0266,2026-08-01,Healthy,75048,0.323,-0.133,0.624,0.608,4,Monitor - no action required
ACC_0267,2026-08-01,Healthy,33874,0.11,0.113,1.0,1.176,4,Monitor - no action required
ACC_0268,2026-08-01,Churn Risk,717,-0.523,-0.862,0.071,0.072,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0269,2026-08-01,Churn Risk,27181,-0.451,-0.856,0.063,0.069,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0270,2026-08-01,Churn Risk,3589,-0.51,-0.869,0.038,0.086,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0271,2026-08-01,Expansion Opportunity,47498,0.275,0.527,0.872,0.662,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0272,2026-08-01,Expansion Opportunity,62740,0.181,0.678,1.0,0.509,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0273,2026-08-01,Low Adoption,4116,-0.25,-0.111,0.467,0.425,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0274,2026-08-01,Low Adoption,277927,-0.176,-0.176,0.482,0.414,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0275,2026-08-01,Churn Risk,727,-0.454,-0.848,0.037,0.068,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0276,2026-08-01,Healthy,4608,0.129,0.627,0.538,0.419,4,Monitor - no action required
ACC_0277,2026-08-01,Healthy,9953,0.066,0.001,0.75,0.663,4,Monitor - no action required
ACC_0278,2026-08-01,Low Adoption,7299,0.049,-0.022,0.474,0.656,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0279,2026-08-01,Healthy,574189,0.33,0.806,0.713,0.45,4,Monitor - no action required
ACC_0280,2026-08-01,Healthy,88381,-0.134,-0.185,0.799,0.959,4,Monitor - no action required
ACC_0281,2026-08-01,Healthy,4437,-0.127,-0.047,0.6,0.351,4,Monitor - no action required
ACC_0282,2026-08-01,Churn Risk,12442,-0.513,-0.881,0.076,0.053,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0283,2026-08-01,Healthy,2799,0.147,0.17,0.538,0.634,4,Monitor - no action required
ACC_0284,2026-08-01,Healthy,162118,-0.121,0.167,0.517,0.75,4,Monitor - no action required
ACC_0285,2026-08-01,Healthy,10301,-0.164,0.073,0.974,0.937,4,Monitor - no action required
ACC_0286,2026-08-01,Expansion Opportunity,437014,0.324,0.821,0.913,0.607,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0287,2026-08-01,Churn Risk,861,-0.45,-0.865,0.25,0.113,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0288,2026-08-01,Healthy,78209,0.013,0.088,0.552,0.827,4,Monitor - no action required
ACC_0289,2026-08-01,Healthy,152131,0.075,0.066,0.598,0.5,4,Monitor - no action required
ACC_0290,2026-08-01,Healthy,147566,-0.035,0.249,0.638,0.432,4,Monitor - no action required
ACC_0291,2026-08-01,Healthy,82565,0.43,0.178,0.981,0.439,4,Monitor - no action required
ACC_0292,2026-08-01,Churn Risk,261,-0.57,-0.892,0.25,0.065,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0293,2026-08-01,Healthy,92085,0.157,0.467,0.585,0.669,4,Monitor - no action required
ACC_0294,2026-08-01,Churn Risk,1163,-0.537,-0.868,0.167,0.098,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0295,2026-08-01,Low Adoption,210686,-0.019,-0.014,0.455,0.818,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0296,2026-08-01,Churn Risk,8783,-0.493,-0.888,0.071,0.048,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0297,2026-08-01,Healthy,17822,0.318,1.067,0.545,0.53,4,Monitor - no action required
ACC_0298,2026-08-01,Healthy,47376,-0.215,-0.242,0.705,0.754,4,Monitor - no action required
ACC_0299,2026-08-01,Churn Risk,2663,-0.524,-0.862,0.034,0.068,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0300,2026-08-01,Healthy,8400,0.05,0.144,0.5,0.898,4,Monitor - no action required
ACC_0301,2026-08-01,Churn Risk,706,-0.477,-0.848,0.167,0.065,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0302,2026-08-01,Healthy,519791,0.184,0.625,0.538,0.586,4,Monitor - no action required
ACC_0303,2026-08-01,Healthy,151487,0.106,-0.107,0.614,0.861,4,Monitor - no action required
ACC_0304,2026-08-01,Expansion Opportunity,209728,0.094,0.658,1.0,0.505,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0305,2026-08-01,Healthy,172273,0.205,-0.031,0.6,0.402,4,Monitor - no action required
ACC_0306,2026-08-01,Healthy,27287,0.306,0.039,0.583,0.81,4,Monitor - no action required
ACC_0307,2026-08-01,Churn Risk,3057,-0.51,-0.899,0.062,0.045,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0308,2026-08-01,Churn Risk,3980,-0.505,-0.868,0.109,0.072,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0309,2026-08-01,Healthy,37390,0.308,0.254,0.744,0.544,4,Monitor - no action required
ACC_0310,2026-08-01,Healthy,5383,0.14,0.786,0.556,0.676,4,Monitor - no action required
ACC_0311,2026-08-01,Expansion Opportunity,355213,0.16,0.836,0.956,0.697,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0312,2026-08-01,Expansion Opportunity,7635,0.243,1.033,0.6,0.943,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0313,2026-08-01,Healthy,207115,0.149,0.174,0.66,0.582,4,Monitor - no action required
ACC_0314,2026-08-01,Churn Risk,4120,-0.543,-0.884,0.119,0.057,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0315,2026-08-01,Healthy,108984,0.102,0.12,0.67,0.778,4,Monitor - no action required
ACC_0316,2026-08-01,Low Adoption,13403,0.138,-0.194,0.477,0.306,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0317,2026-08-01,Healthy,49893,0.084,-0.004,0.595,0.375,4,Monitor - no action required
ACC_0318,2026-08-01,Churn Risk,1247,-0.481,-0.855,0.067,0.033,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0319,2026-08-01,Churn Risk,38002,-0.562,-0.877,0.059,0.08,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0320,2026-08-01,Churn Risk,15953,-0.51,-0.876,0.079,0.062,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0321,2026-08-01,Expansion Opportunity,54646,0.298,0.514,0.594,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0322,2026-08-01,Healthy,7725,0.032,-0.174,1.0,0.485,4,Monitor - no action required
ACC_0323,2026-08-01,Churn Risk,305,-0.488,-0.894,0.091,0.116,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0324,2026-08-01,Healthy,203322,0.004,0.069,0.61,0.526,4,Monitor - no action required
ACC_0325,2026-08-01,Healthy,30801,-0.127,-0.085,0.576,1.061,4,Monitor - no action required
ACC_0326,2026-08-01,Churn Risk,3567,-0.506,-0.856,0.078,0.078,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0327,2026-08-01,Expansion Opportunity,3690,0.118,1.077,0.5,0.918,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0328,2026-08-01,Healthy,38333,0.065,0.242,0.615,0.419,4,Monitor - no action required
ACC_0329,2026-08-01,Expansion Opportunity,286900,0.155,0.586,1.0,0.805,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0330,2026-08-01,Healthy,213415,0.014,0.116,0.59,0.592,4,Monitor - no action required
ACC_0331,2026-08-01,Expansion Opportunity,36934,0.2,0.291,0.864,0.443,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0332,2026-08-01,Healthy,30053,-0.028,0.068,0.636,0.618,4,Monitor - no action required
ACC_0333,2026-08-01,Low Adoption,8428,0.088,0.479,0.417,0.635,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0334,2026-08-01,Healthy,3667,-0.142,-0.168,0.8,0.631,4,Monitor - no action required
ACC_0335,2026-08-01,Healthy,15476,0.103,0.682,0.769,0.446,4,Monitor - no action required
ACC_0336,2026-08-01,Expansion Opportunity,39834,0.164,0.609,0.89,0.502,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0337,2026-08-01,Healthy,256352,0.196,0.419,0.727,0.818,4,Monitor - no action required
ACC_0338,2026-08-01,Churn Risk,25863,-0.462,-0.879,0.076,0.041,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0339,2026-08-01,Churn Risk,671,-0.512,-0.861,0.067,0.064,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0340,2026-08-01,Healthy,22912,0.194,0.759,0.507,0.384,4,Monitor - no action required
ACC_0341,2026-08-01,Churn Risk,549,-0.53,-0.896,0.083,0.066,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0342,2026-08-01,Churn Risk,10289,-0.432,-0.862,0.071,0.054,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0343,2026-08-01,Churn Risk,866,-0.535,-0.898,0.056,0.073,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0344,2026-08-01,Healthy,7259,0.04,0.081,0.533,1.177,4,Monitor - no action required
ACC_0345,2026-08-01,Healthy,4201,0.336,0.056,0.562,0.932,4,Monitor - no action required
ACC_0346,2026-08-01,Healthy,276821,-0.089,0.095,0.655,0.297,4,Monitor - no action required
ACC_0347,2026-08-01,Low Adoption,29771,-0.175,-0.056,0.453,0.488,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0348,2026-08-01,Expansion Opportunity,9443,0.045,0.63,0.667,1.053,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0349,2026-08-01,Healthy,7576,0.225,0.991,0.5,0.582,4,Monitor - no action required
ACC_0350,2026-08-01,Healthy,36469,-0.264,-0.284,0.532,0.381,4,Monitor - no action required
ACC_0351,2026-08-01,Low Adoption,23953,-0.18,-0.069,0.444,0.515,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0352,2026-08-01,Healthy,20622,-0.034,-0.036,0.51,0.964,4,Monitor - no action required
ACC_0353,2026-08-01,Healthy,78211,0.133,0.642,0.604,0.488,4,Monitor - no action required
ACC_0354,2026-08-01,Healthy,173112,-0.269,-0.251,0.722,0.549,4,Monitor - no action required
ACC_0355,2026-08-01,Churn Risk,4934,-0.509,-0.855,0.052,0.049,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0356,2026-08-01,Healthy,10778,-0.064,0.067,0.553,0.525,4,Monitor - no action required
ACC_0357,2026-08-01,Churn Risk,28778,-0.512,-0.892,0.084,0.085,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0358,2026-08-01,Healthy,691144,0.191,0.666,0.666,0.53,4,Monitor - no action required
ACC_0359,2026-08-01,Low Adoption,123545,-0.074,0.011,0.479,0.481,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0360,2026-08-01,Expansion Opportunity,27935,0.288,0.353,0.73,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0361,2026-08-01,Healthy,2603,0.299,-0.015,0.538,0.602,4,Monitor - no action required
ACC_0362,2026-08-01,Churn Risk,865,-0.501,-0.874,0.143,0.059,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0363,2026-08-01,Healthy,27148,-0.195,0.069,1.0,0.524,4,Monitor - no action required
ACC_0364,2026-08-01,Healthy,15383,-0.092,0.019,0.66,0.376,4,Monitor - no action required
ACC_0365,2026-08-01,Churn Risk,1376,-0.506,-0.892,0.082,0.06,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0366,2026-08-01,Healthy,23100,-0.159,-0.151,0.516,0.608,4,Monitor - no action required
ACC_0367,2026-08-01,Expansion Opportunity,175193,0.197,1.113,0.893,0.447,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0368,2026-08-01,Healthy,82502,-0.148,-0.121,0.787,0.661,4,Monitor - no action required
ACC_0369,2026-08-01,Healthy,56260,-0.02,-0.13,0.814,0.422,4,Monitor - no action required
ACC_0370,2026-08-01,Healthy,270100,0.163,0.469,0.647,0.328,4,Monitor - no action required
ACC_0371,2026-08-01,Churn Risk,10297,-0.527,-0.88,0.077,0.065,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0372,2026-08-01,Churn Risk,3553,-0.479,-0.84,0.078,0.045,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0373,2026-08-01,Expansion Opportunity,432621,0.184,0.525,0.805,0.6,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0374,2026-08-01,Low Adoption,110021,0.13,-0.049,0.476,0.507,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0375,2026-08-01,Expansion Opportunity,7848,0.234,0.708,0.696,1.177,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0376,2026-08-01,Low Adoption,24983,0.036,-0.075,0.453,0.297,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0377,2026-08-01,Healthy,8567,0.108,0.362,0.571,0.618,4,Monitor - no action required
ACC_0378,2026-08-01,Healthy,297843,-0.106,-0.048,0.629,0.565,4,Monitor - no action required
ACC_0379,2026-08-01,Healthy,36371,0.216,0.882,0.565,0.646,4,Monitor - no action required
ACC_0380,2026-08-01,Healthy,7617,0.179,0.479,0.529,0.556,4,Monitor - no action required
ACC_0381,2026-08-01,Churn Risk,581,-0.484,-0.865,0.048,0.043,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0382,2026-08-01,Low Adoption,91250,-0.185,-0.29,0.493,0.322,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0383,2026-08-01,Expansion Opportunity,34865,0.082,0.642,0.582,0.912,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0384,2026-08-01,Churn Risk,6253,-0.494,-0.87,0.099,0.052,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0385,2026-08-01,Churn Risk,24625,-0.525,-0.864,0.082,0.113,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0386,2026-08-01,Healthy,42075,0.224,0.961,0.652,0.43,4,Monitor - no action required
ACC_0387,2026-08-01,Healthy,5244,-0.063,0.03,0.857,0.452,4,Monitor - no action required
ACC_0388,2026-08-01,Healthy,47849,0.055,-0.024,0.625,0.591,4,Monitor - no action required
ACC_0389,2026-08-01,Healthy,225441,0.384,0.664,0.682,0.639,4,Monitor - no action required
ACC_0390,2026-08-01,Churn Risk,4486,-0.463,-0.832,0.074,0.099,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0391,2026-08-01,Low Adoption,10039,0.218,0.876,0.48,0.577,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0392,2026-08-01,Healthy,18509,0.101,-0.07,0.636,0.349,4,Monitor - no action required
ACC_0393,2026-08-01,Healthy,5294,-0.02,0.29,0.688,0.576,4,Monitor - no action required
ACC_0394,2026-08-01,Healthy,5426,0.013,-0.086,0.727,0.355,4,Monitor - no action required
ACC_0395,2026-08-01,Healthy,16006,0.126,-0.12,0.5,0.502,4,Monitor - no action required
ACC_0396,2026-08-01,Healthy,53156,0.279,0.071,0.545,0.579,4,Monitor - no action required
ACC_0397,2026-08-01,Expansion Opportunity,17998,0.286,0.792,1.0,0.955,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0398,2026-08-01,Churn Risk,4164,-0.507,-0.885,0.1,0.095,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0399,2026-08-01,Low Adoption,173044,-0.094,0.051,0.405,0.624,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0400,2026-08-01,Churn Risk,3512,-0.477,-0.872,0.1,0.074,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0401,2026-08-01,Churn Risk,1035,-0.493,-0.881,0.067,0.087,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0402,2026-08-01,Healthy,36170,0.017,-0.153,0.57,0.903,4,Monitor - no action required
ACC_0403,2026-08-01,Healthy,235653,0.273,0.715,0.57,0.59,4,Monitor - no action required
ACC_0404,2026-08-01,Healthy,8472,0.03,0.026,0.589,0.44,4,Monitor - no action required
ACC_0405,2026-08-01,Healthy,5759,0.01,0.117,0.519,0.5,4,Monitor - no action required
ACC_0406,2026-08-01,Low Adoption,3883,-0.204,-0.221,0.381,0.757,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0407,2026-08-01,Healthy,142376,-0.101,0.112,0.801,0.884,4,Monitor - no action required
ACC_0408,2026-08-01,Healthy,38453,0.021,-0.028,0.619,0.627,4,Monitor - no action required
ACC_0409,2026-08-01,Expansion Opportunity,35642,0.239,0.866,0.864,0.338,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0410,2026-08-01,Healthy,10522,0.298,0.1,0.625,0.626,4,Monitor - no action required
ACC_0411,2026-08-01,Healthy,6700,0.178,0.008,1.0,1.13,4,Monitor - no action required
ACC_0412,2026-08-01,Low Adoption,589026,0.199,1.004,0.492,0.597,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0413,2026-08-01,Low Adoption,60709,-0.076,0.054,0.49,0.788,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0414,2026-08-01,Healthy,313187,0.053,0.576,0.787,0.498,4,Monitor - no action required
ACC_0415,2026-08-01,Healthy,4354,-0.21,0.091,0.75,0.84,4,Monitor - no action required
ACC_0416,2026-08-01,Healthy,65772,0.257,0.707,0.652,0.532,4,Monitor - no action required
ACC_0417,2026-08-01,Healthy,45974,0.292,0.038,0.524,0.478,4,Monitor - no action required
ACC_0418,2026-08-01,Healthy,32050,-0.049,0.05,0.889,0.381,4,Monitor - no action required
ACC_0419,2026-08-01,Healthy,17535,0.038,-0.108,0.648,0.634,4,Monitor - no action required
ACC_0420,2026-08-01,Churn Risk,3902,-0.519,-0.871,0.12,0.057,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0421,2026-08-01,Healthy,16695,-0.177,-0.259,0.615,0.599,4,Monitor - no action required
ACC_0422,2026-08-01,Healthy,3665,-0.175,-0.277,0.667,0.29,4,Monitor - no action required
ACC_0423,2026-08-01,Healthy,4926,-0.242,-0.081,0.562,0.396,4,Monitor - no action required
ACC_0424,2026-08-01,Churn Risk,3083,-0.553,-0.881,0.07,0.098,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0425,2026-08-01,Healthy,217186,0.184,0.839,0.575,0.393,4,Monitor - no action required
ACC_0426,2026-08-01,Churn Risk,1673,-0.486,-0.871,0.064,0.09,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0427,2026-08-01,Low Adoption,319259,0.136,0.619,0.465,0.526,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0428,2026-08-01,Churn Risk,724,-0.53,-0.888,0.111,0.132,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0429,2026-08-01,Healthy,36701,-0.013,-0.057,0.578,0.818,4,Monitor - no action required
ACC_0430,2026-08-01,Low Adoption,73771,-0.027,0.02,0.481,0.554,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0431,2026-08-01,Expansion Opportunity,12068,0.074,0.351,1.0,0.543,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0432,2026-08-01,Healthy,6767,0.08,-0.09,0.75,0.883,4,Monitor - no action required
ACC_0433,2026-08-01,Expansion Opportunity,64433,0.318,1.213,1.0,0.491,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0434,2026-08-01,Expansion Opportunity,28977,0.205,0.703,1.0,0.868,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0435,2026-08-01,Healthy,2208,-0.111,-0.169,0.6,0.72,4,Monitor - no action required
ACC_0436,2026-08-01,Churn Risk,2031,-0.512,-0.884,0.056,0.06,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0437,2026-08-01,Expansion Opportunity,84421,0.217,0.801,0.6,1.132,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0438,2026-08-01,Healthy,593550,0.146,0.554,0.782,0.592,4,Monitor - no action required
ACC_0439,2026-08-01,Low Adoption,2704,0.176,0.073,0.429,0.537,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0440,2026-08-01,Healthy,80996,0.347,0.182,0.51,1.176,4,Monitor - no action required
ACC_0441,2026-08-01,Healthy,357534,0.079,0.848,0.621,0.519,4,Monitor - no action required
ACC_0442,2026-08-01,Healthy,183504,-0.036,0.039,0.543,0.31,4,Monitor - no action required
ACC_0443,2026-08-01,Healthy,220169,0.136,0.297,0.598,0.496,4,Monitor - no action required
ACC_0444,2026-08-01,Churn Risk,10672,-0.415,-0.859,0.047,0.06,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0445,2026-08-01,Healthy,2974,0.194,0.126,0.625,0.621,4,Monitor - no action required
ACC_0446,2026-08-01,Healthy,227081,-0.029,-0.085,0.545,0.313,4,Monitor - no action required
ACC_0447,2026-08-01,Healthy,101444,0.027,-0.034,0.764,0.667,4,Monitor - no action required
ACC_0448,2026-08-01,Churn Risk,24806,-0.474,-0.872,0.061,0.155,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0449,2026-08-01,Expansion Opportunity,31002,0.211,0.556,0.603,0.926,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0450,2026-08-01,Healthy,205877,-0.074,-0.132,0.51,1.092,4,Monitor - no action required
ACC_0451,2026-08-01,Churn Risk,15583,-0.521,-0.847,0.119,0.065,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0452,2026-08-01,Churn Risk,15163,-0.466,-0.845,0.069,0.061,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0453,2026-08-01,Healthy,8545,-0.013,0.024,0.833,0.656,4,Monitor - no action required
ACC_0454,2026-08-01,Healthy,7106,0.154,0.203,0.625,0.419,4,Monitor - no action required
ACC_0455,2026-08-01,Churn Risk,2784,-0.534,-0.864,0.094,0.083,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0456,2026-08-01,Healthy,5048,-0.023,0.153,0.5,0.986,4,Monitor - no action required
ACC_0457,2026-08-01,Healthy,68103,0.303,0.261,0.6,0.496,4,Monitor - no action required
ACC_0458,2026-08-01,Healthy,2799,0.036,-0.125,0.7,0.518,4,Monitor - no action required
ACC_0459,2026-08-01,Churn Risk,21745,-0.513,-0.865,0.07,0.063,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0460,2026-08-01,Healthy,3275,0.271,0.117,0.556,0.68,4,Monitor - no action required
ACC_0461,2026-08-01,Low Adoption,97055,0.219,0.769,0.495,0.408,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0462,2026-08-01,Healthy,93489,0.212,0.625,0.526,0.448,4,Monitor - no action required
ACC_0463,2026-08-01,Healthy,254296,0.048,0.203,0.631,0.509,4,Monitor - no action required
ACC_0464,2026-08-01,Expansion Opportunity,13467,0.305,0.586,0.85,0.464,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
