account_id,account_name,usage_month,active_seats,total_api_calls,credits_consumed,global_region,industry_vertical,contract_tier,total_licensed_seats,monthly_credit_allowance,annual_contract_value,firmographic_source
ACC_0172,BizCorp_0172,2026-08-01,43,65870,52293,APAC,Logistics,Premium,52,56904,37440,Simulated
ACC_0173,BizCorp_0173,2026-03-01,42,15962,14092,EMEA,Financial Services,Premium,80,11978,57600,Simulated
ACC_0173,BizCorp_0173,2026-04-01,44,16091,12581,EMEA,Financial Services,Premium,80,11978,57600,Simulated
ACC_0173,BizCorp_0173,2026-05-01,45,18129,13970,EMEA,Financial Services,Premium,80,11978,57600,Simulated
ACC_0173,BizCorp_0173,2026-06-01,45,15758,14039,EMEA,Financial Services,Premium,80,11978,57600,Simulated
ACC_0173,BizCorp_0173,2026-07-01,47,14879,12718,EMEA,Financial Services,Premium,80,11978,57600,Simulated
ACC_0173,BizCorp_0173,2026-08-01,42,16848,13298,EMEA,Financial Services,Premium,80,11978,57600,Simulated
ACC_0174,BizCorp_0174,2026-03-01,163,231074,209910,EMEA,Technology,Enterprise,193,302409,104220,Simulated
ACC_0174,BizCorp_0174,2026-04-01,182,212034,165125,EMEA,Technology,Enterprise,193,302409,104220,Simulated
ACC_0174,BizCorp_0174,2026-05-01,164,204216,182522,EMEA,Technology,Enterprise,193,302409,104220,Simulated
ACC_0174,BizCorp_0174,2026-06-01,86,106446,91313,EMEA,Technology,Enterprise,193,302409,104220,Simulated
ACC_0174,BizCorp_0174,2026-07-01,43,52817,45656,EMEA,Technology,Enterprise,193,302409,104220,Simulated
ACC_0174,BizCorp_0174,2026-08-01,21,29591,22828,EMEA,Technology,Enterprise,193,302409,104220,Simulated
ACC_0175,BizCorp_0175,2026-03-01,40,44097,38998,EMEA,Retail,Premium,56,66395,40320,Simulated
ACC_0175,BizCorp_0175,2026-04-01,33,47960,38932,EMEA,Retail,Premium,56,66395,40320,Simulated
ACC_0175,BizCorp_0175,2026-05-01,36,49063,40254,EMEA,Retail,Premium,56,66395,40320,Simulated
ACC_0175,BizCorp_0175,2026-06-01,33,49752,40409,EMEA,Retail,Premium,56,66395,40320,Simulated
ACC_0175,BizCorp_0175,2026-07-01,40,41822,33557,EMEA,Retail,Premium,56,66395,40320,Simulated
ACC_0175,BizCorp_0175,2026-08-01,38,48890,40278,EMEA,Retail,Premium,56,66395,40320,Simulated
ACC_0176,BizCorp_0176,2026-03-01,37,29641,23737,APAC,Logistics,Premium,90,20176,64800,Simulated
ACC_0176,BizCorp_0176,2026-04-01,39,25118,22457,APAC,Logistics,Premium,90,20176,64800,Simulated
ACC_0176,BizCorp_0176,2026-05-01,37,25195,20089,APAC,Logistics,Premium,90,20176,64800,Simulated
ACC_0176,BizCorp_0176,2026-06-01,38,21296,18654,APAC,Logistics,Premium,90,20176,64800,Simulated
ACC_0176,BizCorp_0176,2026-07-01,38,26002,21150,APAC,Logistics,Premium,90,20176,64800,Simulated
ACC_0176,BizCorp_0176,2026-08-01,43,22646,19528,APAC,Logistics,Premium,90,20176,64800,Simulated
ACC_0177,BizCorp_0177,2026-03-01,11,5621,4797,APAC,Manufacturing,Standard,25,12022,24000,Simulated
ACC_0177,BizCorp_0177,2026-04-01,9,5092,4467,APAC,Manufacturing,Standard,25,12022,24000,Simulated
ACC_0177,BizCorp_0177,2026-05-01,10,5187,4496,APAC,Manufacturing,Standard,25,12022,24000,Simulated
ACC_0177,BizCorp_0177,2026-06-01,12,6811,5583,APAC,Manufacturing,Standard,25,12022,24000,Simulated
ACC_0177,BizCorp_0177,2026-07-01,14,7489,6699,APAC,Manufacturing,Standard,25,12022,24000,Simulated
ACC_0177,BizCorp_0177,2026-08-01,15,9522,8039,APAC,Manufacturing,Standard,25,12022,24000,Simulated
ACC_0178,BizCorp_0178,2026-03-01,124,95617,81840,APAC,Manufacturing,Enterprise,272,81180,146880,Simulated
ACC_0178,BizCorp_0178,2026-04-01,124,107732,87074,APAC,Manufacturing,Enterprise,272,81180,146880,Simulated
ACC_0178,BizCorp_0178,2026-05-01,117,116210,94795,APAC,Manufacturing,Enterprise,272,81180,146880,Simulated
ACC_0178,BizCorp_0178,2026-06-01,62,57191,47464,APAC,Manufacturing,Enterprise,272,81180,146880,Simulated
ACC_0178,BizCorp_0178,2026-07-01,31,27484,23732,APAC,Manufacturing,Enterprise,272,81180,146880,Simulated
ACC_0178,BizCorp_0178,2026-08-01,15,14090,11866,APAC,Manufacturing,Enterprise,272,81180,146880,Simulated
ACC_0179,BizCorp_0179,2026-03-01,30,50599,44010,AMER,Logistics,Premium,74,90673,53280,Simulated
ACC_0179,BizCorp_0179,2026-04-01,28,57817,47775,AMER,Logistics,Premium,74,90673,53280,Simulated
ACC_0179,BizCorp_0179,2026-05-01,31,56501,47001,AMER,Logistics,Premium,74,90673,53280,Simulated
ACC_0179,BizCorp_0179,2026-06-01,34,66432,56175,AMER,Logistics,Premium,74,90673,53280,Simulated
ACC_0179,BizCorp_0179,2026-07-01,41,80416,67411,AMER,Logistics,Premium,74,90673,53280,Simulated
ACC_0179,BizCorp_0179,2026-08-01,50,100635,80893,AMER,Logistics,Premium,74,90673,53280,Simulated
ACC_0180,BizCorp_0180,2026-03-01,139,87041,69739,AMER,Technology,Enterprise,241,234988,130140,Simulated
ACC_0180,BizCorp_0180,2026-04-01,131,112373,88582,AMER,Technology,Enterprise,241,234988,130140,Simulated
ACC_0180,BizCorp_0180,2026-05-01,120,98684,79528,AMER,Technology,Enterprise,241,234988,130140,Simulated
ACC_0180,BizCorp_0180,2026-06-01,66,47429,40789,AMER,Technology,Enterprise,241,234988,130140,Simulated
ACC_0180,BizCorp_0180,2026-07-01,33,25386,20394,AMER,Technology,Enterprise,241,234988,130140,Simulated
ACC_0180,BizCorp_0180,2026-08-01,16,12761,10197,AMER,Technology,Enterprise,241,234988,130140,Simulated
ACC_0181,BizCorp_0181,2026-03-01,11,4074,3582,AMER,Logistics,Standard,36,10814,34560,Simulated
ACC_0181,BizCorp_0181,2026-04-01,9,4226,3462,AMER,Logistics,Standard,36,10814,34560,Simulated
ACC_0181,BizCorp_0181,2026-05-01,11,3429,2842,AMER,Logistics,Standard,36,10814,34560,Simulated
ACC_0181,BizCorp_0181,2026-06-01,12,4259,3868,AMER,Logistics,Standard,36,10814,34560,Simulated
ACC_0181,BizCorp_0181,2026-07-01,14,5213,4641,AMER,Logistics,Standard,36,10814,34560,Simulated
ACC_0181,BizCorp_0181,2026-08-01,16,6318,5570,AMER,Logistics,Standard,36,10814,34560,Simulated
ACC_0182,BizCorp_0182,2026-03-01,225,102726,82499,EMEA,Retail,Enterprise,571,174853,308340,Simulated
ACC_0182,BizCorp_0182,2026-04-01,209,102867,84087,EMEA,Retail,Enterprise,571,174853,308340,Simulated
ACC_0182,BizCorp_0182,2026-05-01,226,108121,87546,EMEA,Retail,Enterprise,571,174853,308340,Simulated
ACC_0182,BizCorp_0182,2026-06-01,262,116308,92240,EMEA,Retail,Enterprise,571,174853,308340,Simulated
ACC_0182,BizCorp_0182,2026-07-01,314,123696,110688,EMEA,Retail,Enterprise,571,174853,308340,Simulated
ACC_0182,BizCorp_0182,2026-08-01,374,149696,132825,EMEA,Retail,Enterprise,571,174853,308340,Simulated
ACC_0183,BizCorp_0183,2026-03-01,6,2738,2398,APAC,Financial Services,Standard,11,3934,10560,Simulated
ACC_0183,BizCorp_0183,2026-04-01,6,2685,2262,APAC,Financial Services,Standard,11,3934,10560,Simulated
ACC_0183,BizCorp_0183,2026-05-01,6,2678,2353,APAC,Financial Services,Standard,11,3934,10560,Simulated
ACC_0183,BizCorp_0183,2026-06-01,5,2558,2141,APAC,Financial Services,Standard,11,3934,10560,Simulated
ACC_0183,BizCorp_0183,2026-07-01,5,2202,1948,APAC,Financial Services,Standard,11,3934,10560,Simulated
ACC_0183,BizCorp_0183,2026-08-01,6,2945,2466,APAC,Financial Services,Standard,11,3934,10560,Simulated
ACC_0184,BizCorp_0184,2026-03-01,3,6694,6030,APAC,Financial Services,Standard,12,19909,11520,Simulated
ACC_0184,BizCorp_0184,2026-04-01,2,7077,5696,APAC,Financial Services,Standard,12,19909,11520,Simulated
ACC_0184,BizCorp_0184,2026-05-01,3,7551,6054,APAC,Financial Services,Standard,12,19909,11520,Simulated
ACC_0184,BizCorp_0184,2026-06-01,3,8018,6577,APAC,Financial Services,Standard,12,19909,11520,Simulated
ACC_0184,BizCorp_0184,2026-07-01,4,9557,7893,APAC,Financial Services,Standard,12,19909,11520,Simulated
ACC_0184,BizCorp_0184,2026-08-01,5,10970,9472,APAC,Financial Services,Standard,12,19909,11520,Simulated
ACC_0185,BizCorp_0185,2026-03-01,45,30978,24183,EMEA,Financial Services,Premium,77,52299,55440,Simulated
ACC_0185,BizCorp_0185,2026-04-01,46,21874,19669,EMEA,Financial Services,Premium,77,52299,55440,Simulated
ACC_0185,BizCorp_0185,2026-05-01,38,26489,21880,EMEA,Financial Services,Premium,77,52299,55440,Simulated
ACC_0185,BizCorp_0185,2026-06-01,51,29609,25668,EMEA,Financial Services,Premium,77,52299,55440,Simulated
ACC_0185,BizCorp_0185,2026-07-01,62,37874,30801,EMEA,Financial Services,Premium,77,52299,55440,Simulated
ACC_0185,BizCorp_0185,2026-08-01,74,47231,36962,EMEA,Financial Services,Premium,77,52299,55440,Simulated
ACC_0186,BizCorp_0186,2026-03-01,47,21710,19662,APAC,Technology,Premium,63,24131,45360,Simulated
ACC_0186,BizCorp_0186,2026-04-01,46,19691,16848,APAC,Technology,Premium,63,24131,45360,Simulated
ACC_0186,BizCorp_0186,2026-05-01,46,21792,17001,APAC,Technology,Premium,63,24131,45360,Simulated
ACC_0186,BizCorp_0186,2026-06-01,47,24266,19130,APAC,Technology,Premium,63,24131,45360,Simulated
ACC_0186,BizCorp_0186,2026-07-01,50,19127,16508,APAC,Technology,Premium,63,24131,45360,Simulated
ACC_0186,BizCorp_0186,2026-08-01,51,26753,21122,APAC,Technology,Premium,63,24131,45360,Simulated
ACC_0187,BizCorp_0187,2026-03-01,23,42962,37149,AMER,Manufacturing,Premium,29,70438,20880,Simulated
ACC_0187,BizCorp_0187,2026-04-01,22,42370,37635,AMER,Manufacturing,Premium,29,70438,20880,Simulated
ACC_0187,BizCorp_0187,2026-05-01,20,41419,36976,AMER,Manufacturing,Premium,29,70438,20880,Simulated
ACC_0187,BizCorp_0187,2026-06-01,10,21201,17919,AMER,Manufacturing,Premium,29,70438,20880,Simulated
ACC_0187,BizCorp_0187,2026-07-01,5,11635,8959,AMER,Manufacturing,Premium,29,70438,20880,Simulated
ACC_0187,BizCorp_0187,2026-08-01,2,5198,4479,AMER,Manufacturing,Premium,29,70438,20880,Simulated
ACC_0188,BizCorp_0188,2026-03-01,5,5971,4834,APAC,Logistics,Standard,6,10775,5760,Simulated
ACC_0188,BizCorp_0188,2026-04-01,5,6928,5770,APAC,Logistics,Standard,6,10775,5760,Simulated
ACC_0188,BizCorp_0188,2026-05-01,5,5563,4955,APAC,Logistics,Standard,6,10775,5760,Simulated
ACC_0188,BizCorp_0188,2026-06-01,5,6351,5305,APAC,Logistics,Standard,6,10775,5760,Simulated
ACC_0188,BizCorp_0188,2026-07-01,6,7088,5653,APAC,Logistics,Standard,6,10775,5760,Simulated
ACC_0188,BizCorp_0188,2026-08-01,5,6776,5297,APAC,Logistics,Standard,6,10775,5760,Simulated
ACC_0189,BizCorp_0189,2026-03-01,8,5826,4594,EMEA,Retail,Standard,18,4487,17280,Simulated
ACC_0189,BizCorp_0189,2026-04-01,7,5015,4104,EMEA,Retail,Standard,18,4487,17280,Simulated
ACC_0189,BizCorp_0189,2026-05-01,8,6676,5279,EMEA,Retail,Standard,18,4487,17280,Simulated
ACC_0189,BizCorp_0189,2026-06-01,7,5030,4103,EMEA,Retail,Standard,18,4487,17280,Simulated
ACC_0189,BizCorp_0189,2026-07-01,8,5914,5228,EMEA,Retail,Standard,18,4487,17280,Simulated
ACC_0189,BizCorp_0189,2026-08-01,7,5491,4572,EMEA,Retail,Standard,18,4487,17280,Simulated
ACC_0190,BizCorp_0190,2026-03-01,199,191144,167615,EMEA,Healthcare,Enterprise,205,513042,110700,Simulated
ACC_0190,BizCorp_0190,2026-04-01,205,224949,204255,EMEA,Healthcare,Enterprise,205,513042,110700,Simulated
ACC_0190,BizCorp_0190,2026-05-01,200,217001,187498,EMEA,Healthcare,Enterprise,205,513042,110700,Simulated
ACC_0190,BizCorp_0190,2026-06-01,175,218433,175725,EMEA,Healthcare,Enterprise,205,513042,110700,Simulated
ACC_0190,BizCorp_0190,2026-07-01,184,225600,196330,EMEA,Healthcare,Enterprise,205,513042,110700,Simulated
ACC_0190,BizCorp_0190,2026-08-01,196,239759,190672,EMEA,Healthcare,Enterprise,205,513042,110700,Simulated
ACC_0191,BizCorp_0191,2026-03-01,55,28620,22527,APAC,Logistics,Premium,78,51338,56160,Simulated
ACC_0191,BizCorp_0191,2026-04-01,59,24179,21863,APAC,Logistics,Premium,78,51338,56160,Simulated
ACC_0191,BizCorp_0191,2026-05-01,52,24538,19456,APAC,Logistics,Premium,78,51338,56160,Simulated
ACC_0191,BizCorp_0191,2026-06-01,61,23222,19968,APAC,Logistics,Premium,78,51338,56160,Simulated
ACC_0191,BizCorp_0191,2026-07-01,61,22815,20512,APAC,Logistics,Premium,78,51338,56160,Simulated
ACC_0191,BizCorp_0191,2026-08-01,59,29362,23905,APAC,Logistics,Premium,78,51338,56160,Simulated
ACC_0192,BizCorp_0192,2026-03-01,50,57083,44096,AMER,Technology,Premium,82,81779,59040,Simulated
ACC_0192,BizCorp_0192,2026-04-01,46,54832,44214,AMER,Technology,Premium,82,81779,59040,Simulated
ACC_0192,BizCorp_0192,2026-05-01,51,49139,42262,AMER,Technology,Premium,82,81779,59040,Simulated
ACC_0192,BizCorp_0192,2026-06-01,45,55702,43516,AMER,Technology,Premium,82,81779,59040,Simulated
ACC_0192,BizCorp_0192,2026-07-01,48,41835,35430,AMER,Technology,Premium,82,81779,59040,Simulated
ACC_0192,BizCorp_0192,2026-08-01,48,54183,44236,AMER,Technology,Premium,82,81779,59040,Simulated
ACC_0193,BizCorp_0193,2026-03-01,343,110224,96734,AMER,Manufacturing,Enterprise,690,328835,372600,Simulated
ACC_0193,BizCorp_0193,2026-04-01,312,100066,85754,AMER,Manufacturing,Enterprise,690,328835,372600,Simulated
ACC_0193,BizCorp_0193,2026-05-01,339,120125,106759,AMER,Manufacturing,Enterprise,690,328835,372600,Simulated
ACC_0193,BizCorp_0193,2026-06-01,390,155163,119505,AMER,Manufacturing,Enterprise,690,328835,372600,Simulated
ACC_0193,BizCorp_0193,2026-07-01,468,165889,143406,AMER,Manufacturing,Enterprise,690,328835,372600,Simulated
ACC_0193,BizCorp_0193,2026-08-01,479,192490,172087,AMER,Manufacturing,Enterprise,690,328835,372600,Simulated
ACC_0194,BizCorp_0194,2026-03-01,7,4124,3275,EMEA,Healthcare,Standard,12,10997,11520,Simulated
ACC_0194,BizCorp_0194,2026-04-01,8,4415,3519,EMEA,Healthcare,Standard,12,10997,11520,Simulated
ACC_0194,BizCorp_0194,2026-05-01,8,4906,4373,EMEA,Healthcare,Standard,12,10997,11520,Simulated
ACC_0194,BizCorp_0194,2026-06-01,3,2120,1907,EMEA,Healthcare,Standard,12,10997,11520,Simulated
ACC_0194,BizCorp_0194,2026-07-01,1,1119,953,EMEA,Healthcare,Standard,12,10997,11520,Simulated
ACC_0194,BizCorp_0194,2026-08-01,1,583,476,EMEA,Healthcare,Standard,12,10997,11520,Simulated
ACC_0195,BizCorp_0195,2026-03-01,3,5450,4488,APAC,Technology,Standard,5,10106,4800,Simulated
ACC_0195,BizCorp_0195,2026-04-01,2,4976,4338,APAC,Technology,Standard,5,10106,4800,Simulated
ACC_0195,BizCorp_0195,2026-05-01,3,5803,4669,APAC,Technology,Standard,5,10106,4800,Simulated
ACC_0195,BizCorp_0195,2026-06-01,1,2934,2279,APAC,Technology,Standard,5,10106,4800,Simulated
ACC_0195,BizCorp_0195,2026-07-01,1,1404,1139,APAC,Technology,Standard,5,10106,4800,Simulated
ACC_0195,BizCorp_0195,2026-08-01,1,722,569,APAC,Technology,Standard,5,10106,4800,Simulated
ACC_0196,BizCorp_0196,2026-03-01,55,27620,22374,APAC,Technology,Premium,104,48395,74880,Simulated
ACC_0196,BizCorp_0196,2026-04-01,54,24305,21144,APAC,Technology,Premium,104,48395,74880,Simulated
ACC_0196,BizCorp_0196,2026-05-01,50,27237,21539,APAC,Technology,Premium,104,48395,74880,Simulated
ACC_0196,BizCorp_0196,2026-06-01,50,22964,18485,APAC,Technology,Premium,104,48395,74880,Simulated
ACC_0196,BizCorp_0196,2026-07-01,55,20449,18383,APAC,Technology,Premium,104,48395,74880,Simulated
ACC_0196,BizCorp_0196,2026-08-01,56,24819,20870,APAC,Technology,Premium,104,48395,74880,Simulated
ACC_0197,BizCorp_0197,2026-03-01,9,6132,4812,AMER,Retail,Standard,13,4282,12480,Simulated
ACC_0197,BizCorp_0197,2026-04-01,9,6006,4623,AMER,Retail,Standard,13,4282,12480,Simulated
ACC_0197,BizCorp_0197,2026-05-01,9,6279,5038,AMER,Retail,Standard,13,4282,12480,Simulated
ACC_0197,BizCorp_0197,2026-06-01,4,2627,2220,AMER,Retail,Standard,13,4282,12480,Simulated
ACC_0197,BizCorp_0197,2026-07-01,2,1257,1110,AMER,Retail,Standard,13,4282,12480,Simulated
ACC_0197,BizCorp_0197,2026-08-01,1,666,555,AMER,Retail,Standard,13,4282,12480,Simulated
ACC_0198,BizCorp_0198,2026-03-01,8,4091,3641,APAC,Manufacturing,Standard,19,13730,18240,Simulated
ACC_0198,BizCorp_0198,2026-04-01,7,4068,3257,APAC,Manufacturing,Standard,19,13730,18240,Simulated
ACC_0198,BizCorp_0198,2026-05-01,8,4069,3154,APAC,Manufacturing,Standard,19,13730,18240,Simulated
ACC_0198,BizCorp_0198,2026-06-01,9,4806,3939,APAC,Manufacturing,Standard,19,13730,18240,Simulated
ACC_0198,BizCorp_0198,2026-07-01,11,5586,4727,APAC,Manufacturing,Standard,19,13730,18240,Simulated
ACC_0198,BizCorp_0198,2026-08-01,12,6377,5673,APAC,Manufacturing,Standard,19,13730,18240,Simulated
ACC_0199,BizCorp_0199,2026-03-01,81,155359,133855,EMEA,Healthcare,Premium,85,169089,61200,Simulated
ACC_0199,BizCorp_0199,2026-04-01,83,143153,126861,EMEA,Healthcare,Premium,85,169089,61200,Simulated
ACC_0199,BizCorp_0199,2026-05-01,85,128998,100871,EMEA,Healthcare,Premium,85,169089,61200,Simulated
ACC_0199,BizCorp_0199,2026-06-01,42,74539,58334,EMEA,Healthcare,Premium,85,169089,61200,Simulated
ACC_0199,BizCorp_0199,2026-07-01,21,33341,29167,EMEA,Healthcare,Premium,85,169089,61200,Simulated
ACC_0199,BizCorp_0199,2026-08-01,10,18430,14583,EMEA,Healthcare,Premium,85,169089,61200,Simulated
ACC_0200,BizCorp_0200,2026-03-01,3,5012,4190,AMER,Technology,Standard,10,7741,9600,Simulated
ACC_0200,BizCorp_0200,2026-04-01,3,5585,4784,AMER,Technology,Standard,10,7741,9600,Simulated
ACC_0200,BizCorp_0200,2026-05-01,3,6764,5340,AMER,Technology,Standard,10,7741,9600,Simulated
ACC_0200,BizCorp_0200,2026-06-01,4,6561,5824,AMER,Technology,Standard,10,7741,9600,Simulated
ACC_0200,BizCorp_0200,2026-07-01,5,7881,6989,AMER,Technology,Standard,10,7741,9600,Simulated
ACC_0200,BizCorp_0200,2026-08-01,6,10293,8387,AMER,Technology,Standard,10,7741,9600,Simulated
ACC_0201,BizCorp_0201,2026-03-01,6,3876,3165,EMEA,Retail,Standard,14,12181,13440,Simulated
ACC_0201,BizCorp_0201,2026-04-01,6,4463,3487,EMEA,Retail,Standard,14,12181,13440,Simulated
ACC_0201,BizCorp_0201,2026-05-01,6,3847,3118,EMEA,Retail,Standard,14,12181,13440,Simulated
ACC_0201,BizCorp_0201,2026-06-01,8,5147,4331,EMEA,Retail,Standard,14,12181,13440,Simulated
ACC_0201,BizCorp_0201,2026-07-01,9,6006,5198,EMEA,Retail,Standard,14,12181,13440,Simulated
ACC_0201,BizCorp_0201,2026-08-01,10,6972,6238,EMEA,Retail,Standard,14,12181,13440,Simulated
ACC_0202,BizCorp_0202,2026-03-01,179,224859,185496,AMER,Technology,Enterprise,225,329447,121500,Simulated
ACC_0202,BizCorp_0202,2026-04-01,156,202354,177740,AMER,Technology,Enterprise,225,329447,121500,Simulated
ACC_0202,BizCorp_0202,2026-05-01,173,198411,178657,AMER,Technology,Enterprise,225,329447,121500,Simulated
ACC_0202,BizCorp_0202,2026-06-01,171,189264,158358,AMER,Technology,Enterprise,225,329447,121500,Simulated
ACC_0202,BizCorp_0202,2026-07-01,182,199184,154738,AMER,Technology,Enterprise,225,329447,121500,Simulated
ACC_0202,BizCorp_0202,2026-08-01,158,187886,149430,AMER,Technology,Enterprise,225,329447,121500,Simulated
ACC_0203,BizCorp_0203,2026-03-01,190,313440,259748,AMER,Technology,Enterprise,348,445478,187920,Simulated
ACC_0203,BizCorp_0203,2026-04-01,180,365041,304634,AMER,Technology,Enterprise,348,445478,187920,Simulated
ACC_0203,BizCorp_0203,2026-05-01,203,320919,282474,AMER,Technology,Enterprise,348,445478,187920,Simulated
ACC_0203,BizCorp_0203,2026-06-01,169,351985,299205,AMER,Technology,Enterprise,348,445478,187920,Simulated
ACC_0203,BizCorp_0203,2026-07-01,172,410152,339430,AMER,Technology,Enterprise,348,445478,187920,Simulated
ACC_0203,BizCorp_0203,2026-08-01,179,336574,268473,AMER,Technology,Enterprise,348,445478,187920,Simulated
ACC_0204,BizCorp_0204,2026-03-01,184,200202,171839,AMER,Technology,Enterprise,359,270681,193860,Simulated
ACC_0204,BizCorp_0204,2026-04-01,178,169782,144129,AMER,Technology,Enterprise,359,270681,193860,Simulated
ACC_0204,BizCorp_0204,2026-05-01,189,188458,161789,AMER,Technology,Enterprise,359,270681,193860,Simulated
ACC_0204,BizCorp_0204,2026-06-01,192,205129,182468,AMER,Technology,Enterprise,359,270681,193860,Simulated
ACC_0204,BizCorp_0204,2026-07-01,185,217514,178700,AMER,Technology,Enterprise,359,270681,193860,Simulated
ACC_0204,BizCorp_0204,2026-08-01,196,210346,178713,AMER,Technology,Enterprise,359,270681,193860,Simulated
ACC_0205,BizCorp_0205,2026-03-01,62,134173,121338,APAC,Financial Services,Premium,93,338195,66960,Simulated
ACC_0205,BizCorp_0205,2026-04-01,63,173113,156845,APAC,Financial Services,Premium,93,338195,66960,Simulated
ACC_0205,BizCorp_0205,2026-05-01,62,160353,143134,APAC,Financial Services,Premium,93,338195,66960,Simulated
ACC_0205,BizCorp_0205,2026-06-01,64,164121,145871,APAC,Financial Services,Premium,93,338195,66960,Simulated
ACC_0205,BizCorp_0205,2026-07-01,62,174225,137266,APAC,Financial Services,Premium,93,338195,66960,Simulated
ACC_0205,BizCorp_0205,2026-08-01,61,170814,151368,APAC,Financial Services,Premium,93,338195,66960,Simulated
ACC_0206,BizCorp_0206,2026-03-01,160,78210,65704,APAC,Technology,Enterprise,177,56752,95580,Simulated
ACC_0206,BizCorp_0206,2026-04-01,146,73248,57864,APAC,Technology,Enterprise,177,56752,95580,Simulated
ACC_0206,BizCorp_0206,2026-05-01,156,73450,66767,APAC,Technology,Enterprise,177,56752,95580,Simulated
ACC_0206,BizCorp_0206,2026-06-01,177,70945,58172,APAC,Technology,Enterprise,177,56752,95580,Simulated
ACC_0206,BizCorp_0206,2026-07-01,174,65982,56382,APAC,Technology,Enterprise,177,56752,95580,Simulated
ACC_0206,BizCorp_0206,2026-08-01,167,72098,59979,APAC,Technology,Enterprise,177,56752,95580,Simulated
ACC_0207,BizCorp_0207,2026-03-01,167,227715,183688,AMER,Technology,Enterprise,274,433406,147960,Simulated
ACC_0207,BizCorp_0207,2026-04-01,195,290646,223615,AMER,Technology,Enterprise,274,433406,147960,Simulated
ACC_0207,BizCorp_0207,2026-05-01,197,229744,191300,AMER,Technology,Enterprise,274,433406,147960,Simulated
ACC_0207,BizCorp_0207,2026-06-01,194,301126,233598,AMER,Technology,Enterprise,274,433406,147960,Simulated
ACC_0207,BizCorp_0207,2026-07-01,188,297490,239612,AMER,Technology,Enterprise,274,433406,147960,Simulated
ACC_0207,BizCorp_0207,2026-08-01,175,255766,219669,AMER,Technology,Enterprise,274,433406,147960,Simulated
ACC_0208,BizCorp_0208,2026-03-01,49,15884,12922,APAC,Technology,Premium,86,32844,61920,Simulated
ACC_0208,BizCorp_0208,2026-04-01,49,15532,12132,APAC,Technology,Premium,86,32844,61920,Simulated
ACC_0208,BizCorp_0208,2026-05-01,56,15220,11900,APAC,Technology,Premium,86,32844,61920,Simulated
ACC_0208,BizCorp_0208,2026-06-01,57,15917,13181,APAC,Technology,Premium,86,32844,61920,Simulated
ACC_0208,BizCorp_0208,2026-07-01,58,14239,12765,APAC,Technology,Premium,86,32844,61920,Simulated
ACC_0208,BizCorp_0208,2026-08-01,49,16584,13436,APAC,Technology,Premium,86,32844,61920,Simulated
ACC_0209,BizCorp_0209,2026-03-01,250,225505,198607,APAC,Technology,Enterprise,321,207783,173340,Simulated
ACC_0209,BizCorp_0209,2026-04-01,247,242049,219708,APAC,Technology,Enterprise,321,207783,173340,Simulated
ACC_0209,BizCorp_0209,2026-05-01,233,278914,234596,APAC,Technology,Enterprise,321,207783,173340,Simulated
ACC_0209,BizCorp_0209,2026-06-01,221,205299,177560,APAC,Technology,Enterprise,321,207783,173340,Simulated
ACC_0209,BizCorp_0209,2026-07-01,254,222031,198598,APAC,Technology,Enterprise,321,207783,173340,Simulated
ACC_0209,BizCorp_0209,2026-08-01,240,242739,195197,APAC,Technology,Enterprise,321,207783,173340,Simulated
ACC_0210,BizCorp_0210,2026-03-01,232,368106,296666,AMER,Logistics,Enterprise,489,827433,264060,Simulated
ACC_0210,BizCorp_0210,2026-04-01,262,328551,253345,AMER,Logistics,Enterprise,489,827433,264060,Simulated
ACC_0210,BizCorp_0210,2026-05-01,263,303430,262604,AMER,Logistics,Enterprise,489,827433,264060,Simulated
ACC_0210,BizCorp_0210,2026-06-01,256,305088,267914,AMER,Logistics,Enterprise,489,827433,264060,Simulated
ACC_0210,BizCorp_0210,2026-07-01,268,381632,312661,AMER,Logistics,Enterprise,489,827433,264060,Simulated
ACC_0210,BizCorp_0210,2026-08-01,239,381214,305168,AMER,Logistics,Enterprise,489,827433,264060,Simulated
ACC_0211,BizCorp_0211,2026-03-01,30,31232,24858,APAC,Financial Services,Premium,38,54850,27360,Simulated
ACC_0211,BizCorp_0211,2026-04-01,30,33765,26006,APAC,Financial Services,Premium,38,54850,27360,Simulated
ACC_0211,BizCorp_0211,2026-05-01,34,28685,24931,APAC,Financial Services,Premium,38,54850,27360,Simulated
ACC_0211,BizCorp_0211,2026-06-01,33,31347,24346,APAC,Financial Services,Premium,38,54850,27360,Simulated
ACC_0211,BizCorp_0211,2026-07-01,33,31056,27969,APAC,Financial Services,Premium,38,54850,27360,Simulated
ACC_0211,BizCorp_0211,2026-08-01,35,31420,24188,APAC,Financial Services,Premium,38,54850,27360,Simulated
ACC_0212,BizCorp_0212,2026-03-01,69,104207,93991,EMEA,Retail,Premium,135,128509,97200,Simulated
ACC_0212,BizCorp_0212,2026-04-01,72,103719,80799,EMEA,Retail,Premium,135,128509,97200,Simulated
ACC_0212,BizCorp_0212,2026-05-01,69,104112,88353,EMEA,Retail,Premium,135,128509,97200,Simulated
ACC_0212,BizCorp_0212,2026-06-01,34,54558,46753,EMEA,Retail,Premium,135,128509,97200,Simulated
ACC_0212,BizCorp_0212,2026-07-01,17,29828,23376,EMEA,Retail,Premium,135,128509,97200,Simulated
