account_id,usage_month,active_seats,total_api_calls,credits_consumed,account_name,global_region,industry_vertical,contract_tier,total_licensed_seats,monthly_credit_allowance
ACC_0049,2026-05,209,289923,256674,BizCorp_0049,EMEA,Technology,Enterprise,393,402100
ACC_0049,2026-06,96,137796,122971,BizCorp_0049,EMEA,Technology,Enterprise,393,402100
ACC_0049,2026-07,48,70781,61485,BizCorp_0049,EMEA,Technology,Enterprise,393,402100
ACC_0049,2026-08,24,34882,30742,BizCorp_0049,EMEA,Technology,Enterprise,393,402100
ACC_0050,2026-03,48,23680,19753,BizCorp_0050,AMER,Financial Services,Premium,73,32478
ACC_0050,2026-04,54,23417,19682,BizCorp_0050,AMER,Financial Services,Premium,73,32478
ACC_0050,2026-05,55,22838,18612,BizCorp_0050,AMER,Financial Services,Premium,73,32478
ACC_0050,2026-06,52,24820,20254,BizCorp_0050,AMER,Financial Services,Premium,73,32478
ACC_0050,2026-07,47,18889,15894,BizCorp_0050,AMER,Financial Services,Premium,73,32478
ACC_0050,2026-08,49,18917,17024,BizCorp_0050,AMER,Financial Services,Premium,73,32478
ACC_0051,2026-03,153,168473,151050,BizCorp_0051,EMEA,Healthcare,Enterprise,321,285753
ACC_0051,2026-04,180,185924,152023,BizCorp_0051,EMEA,Healthcare,Enterprise,321,285753
ACC_0051,2026-05,168,164487,135843,BizCorp_0051,EMEA,Healthcare,Enterprise,321,285753
ACC_0051,2026-06,178,182888,153695,BizCorp_0051,EMEA,Healthcare,Enterprise,321,285753
ACC_0051,2026-07,178,167238,143638,BizCorp_0051,EMEA,Healthcare,Enterprise,321,285753
ACC_0051,2026-08,167,136810,122990,BizCorp_0051,EMEA,Healthcare,Enterprise,321,285753
ACC_0052,2026-03,21,43810,35641,BizCorp_0052,APAC,Logistics,Premium,27,64129
ACC_0052,2026-04,17,56152,43254,BizCorp_0052,APAC,Logistics,Premium,27,64129
ACC_0052,2026-05,19,49327,42060,BizCorp_0052,APAC,Logistics,Premium,27,64129
ACC_0052,2026-06,21,49371,39343,BizCorp_0052,APAC,Logistics,Premium,27,64129
ACC_0052,2026-07,20,43222,35250,BizCorp_0052,APAC,Logistics,Premium,27,64129
ACC_0052,2026-08,18,46813,38638,BizCorp_0052,APAC,Logistics,Premium,27,64129
ACC_0053,2026-03,3,9775,7669,BizCorp_0053,APAC,Manufacturing,Standard,6,11596
ACC_0053,2026-04,2,7903,7005,BizCorp_0053,APAC,Manufacturing,Standard,6,11596
ACC_0053,2026-05,2,9662,7794,BizCorp_0053,APAC,Manufacturing,Standard,6,11596
ACC_0053,2026-06,3,9665,8202,BizCorp_0053,APAC,Manufacturing,Standard,6,11596
ACC_0053,2026-07,4,11998,9843,BizCorp_0053,APAC,Manufacturing,Standard,6,11596
ACC_0053,2026-08,5,15209,11812,BizCorp_0053,APAC,Manufacturing,Standard,6,11596
ACC_0054,2026-03,7,4999,4030,BizCorp_0054,AMER,Retail,Standard,12,8139
ACC_0054,2026-04,8,6685,5213,BizCorp_0054,AMER,Retail,Standard,12,8139
ACC_0054,2026-05,6,5729,4768,BizCorp_0054,AMER,Retail,Standard,12,8139
ACC_0054,2026-06,3,2503,2268,BizCorp_0054,AMER,Retail,Standard,12,8139
ACC_0054,2026-07,1,1317,1134,BizCorp_0054,AMER,Retail,Standard,12,8139
ACC_0054,2026-08,1,731,567,BizCorp_0054,AMER,Retail,Standard,12,8139
ACC_0055,2026-03,27,23424,21000,BizCorp_0055,AMER,Manufacturing,Premium,38,47648
ACC_0055,2026-04,31,26014,20742,BizCorp_0055,AMER,Manufacturing,Premium,38,47648
ACC_0055,2026-05,31,29099,26274,BizCorp_0055,AMER,Manufacturing,Premium,38,47648
ACC_0055,2026-06,14,13752,11781,BizCorp_0055,AMER,Manufacturing,Premium,38,47648
ACC_0055,2026-07,7,7381,5890,BizCorp_0055,AMER,Manufacturing,Premium,38,47648
ACC_0055,2026-08,3,3316,2945,BizCorp_0055,AMER,Manufacturing,Premium,38,47648
ACC_0056,2026-03,24,12335,9633,BizCorp_0056,EMEA,Retail,Premium,52,24940
ACC_0056,2026-04,25,9399,8014,BizCorp_0056,EMEA,Retail,Premium,52,24940
ACC_0056,2026-05,25,12947,10594,BizCorp_0056,EMEA,Retail,Premium,52,24940
ACC_0056,2026-06,28,13934,11143,BizCorp_0056,EMEA,Retail,Premium,52,24940
ACC_0056,2026-07,34,16805,13372,BizCorp_0056,EMEA,Retail,Premium,52,24940
ACC_0056,2026-08,41,18401,16046,BizCorp_0056,EMEA,Retail,Premium,52,24940
ACC_0057,2026-03,3,11155,9506,BizCorp_0057,AMER,Financial Services,Standard,6,13856
ACC_0057,2026-04,3,11795,9893,BizCorp_0057,AMER,Financial Services,Standard,6,13856
ACC_0057,2026-05,3,10044,8332,BizCorp_0057,AMER,Financial Services,Standard,6,13856
ACC_0057,2026-06,3,11920,9459,BizCorp_0057,AMER,Financial Services,Standard,6,13856
ACC_0057,2026-07,2,9813,7990,BizCorp_0057,AMER,Financial Services,Standard,6,13856
ACC_0057,2026-08,3,9837,8779,BizCorp_0057,AMER,Financial Services,Standard,6,13856
ACC_0058,2026-03,4,8937,7913,BizCorp_0058,EMEA,Healthcare,Standard,10,11658
ACC_0058,2026-04,5,9155,8000,BizCorp_0058,EMEA,Healthcare,Standard,10,11658
ACC_0058,2026-05,5,7446,6737,BizCorp_0058,EMEA,Healthcare,Standard,10,11658
ACC_0058,2026-06,4,8098,7060,BizCorp_0058,EMEA,Healthcare,Standard,10,11658
ACC_0058,2026-07,5,7508,6791,BizCorp_0058,EMEA,Healthcare,Standard,10,11658
ACC_0058,2026-08,5,9560,7773,BizCorp_0058,EMEA,Healthcare,Standard,10,11658
ACC_0059,2026-03,8,2951,2617,BizCorp_0059,AMER,Healthcare,Standard,17,5960
ACC_0059,2026-04,8,2678,2433,BizCorp_0059,AMER,Healthcare,Standard,17,5960
ACC_0059,2026-05,7,2901,2290,BizCorp_0059,AMER,Healthcare,Standard,17,5960
ACC_0059,2026-06,7,3182,2640,BizCorp_0059,AMER,Healthcare,Standard,17,5960
ACC_0059,2026-07,7,2684,2314,BizCorp_0059,AMER,Healthcare,Standard,17,5960
ACC_0059,2026-08,7,3036,2412,BizCorp_0059,AMER,Healthcare,Standard,17,5960
ACC_0060,2026-03,7,7352,5995,BizCorp_0060,EMEA,Manufacturing,Standard,17,9345
ACC_0060,2026-04,7,7319,6319,BizCorp_0060,EMEA,Manufacturing,Standard,17,9345
ACC_0060,2026-05,6,6882,5669,BizCorp_0060,EMEA,Manufacturing,Standard,17,9345
ACC_0060,2026-06,8,8095,7117,BizCorp_0060,EMEA,Manufacturing,Standard,17,9345
ACC_0060,2026-07,10,10535,8540,BizCorp_0060,EMEA,Manufacturing,Standard,17,9345
ACC_0060,2026-08,12,12345,10248,BizCorp_0060,EMEA,Manufacturing,Standard,17,9345
ACC_0061,2026-03,39,44906,37087,BizCorp_0061,APAC,Healthcare,Premium,92,63376
ACC_0061,2026-04,38,39339,32058,BizCorp_0061,APAC,Healthcare,Premium,92,63376
ACC_0061,2026-05,43,33050,29957,BizCorp_0061,APAC,Healthcare,Premium,92,63376
ACC_0061,2026-06,19,20342,16174,BizCorp_0061,APAC,Healthcare,Premium,92,63376
ACC_0061,2026-07,9,9453,8087,BizCorp_0061,APAC,Healthcare,Premium,92,63376
ACC_0061,2026-08,4,5039,4043,BizCorp_0061,APAC,Healthcare,Premium,92,63376
ACC_0062,2026-03,7,6114,5057,BizCorp_0062,AMER,Financial Services,Standard,11,9861
ACC_0062,2026-04,8,6639,5287,BizCorp_0062,AMER,Financial Services,Standard,11,9861
ACC_0062,2026-05,7,7604,6201,BizCorp_0062,AMER,Financial Services,Standard,11,9861
ACC_0062,2026-06,8,6389,5090,BizCorp_0062,AMER,Financial Services,Standard,11,9861
ACC_0062,2026-07,7,6092,5495,BizCorp_0062,AMER,Financial Services,Standard,11,9861
ACC_0062,2026-08,7,6501,5053,BizCorp_0062,AMER,Financial Services,Standard,11,9861
ACC_0063,2026-03,360,243407,213849,BizCorp_0063,AMER,Logistics,Enterprise,477,384266
ACC_0063,2026-04,368,274355,215492,BizCorp_0063,AMER,Logistics,Enterprise,477,384266
ACC_0063,2026-05,366,206972,176356,BizCorp_0063,AMER,Logistics,Enterprise,477,384266
ACC_0063,2026-06,455,304773,238496,BizCorp_0063,AMER,Logistics,Enterprise,477,384266
ACC_0063,2026-07,477,357360,286195,BizCorp_0063,AMER,Logistics,Enterprise,477,384266
ACC_0063,2026-08,477,439227,343434,BizCorp_0063,AMER,Logistics,Enterprise,477,384266
ACC_0064,2026-03,15,10551,8378,BizCorp_0064,APAC,Healthcare,Premium,28,23286
ACC_0064,2026-04,14,9044,7633,BizCorp_0064,APAC,Healthcare,Premium,28,23286
ACC_0064,2026-05,14,11384,10021,BizCorp_0064,APAC,Healthcare,Premium,28,23286
ACC_0064,2026-06,17,12133,10471,BizCorp_0064,APAC,Healthcare,Premium,28,23286
ACC_0064,2026-07,21,14079,12565,BizCorp_0064,APAC,Healthcare,Premium,28,23286
ACC_0064,2026-08,25,17574,15078,BizCorp_0064,APAC,Healthcare,Premium,28,23286
ACC_0065,2026-03,191,122162,104385,BizCorp_0065,AMER,Retail,Enterprise,372,182540
ACC_0065,2026-04,176,128435,109726,BizCorp_0065,AMER,Retail,Enterprise,372,182540
ACC_0065,2026-05,213,119340,92083,BizCorp_0065,AMER,Retail,Enterprise,372,182540
ACC_0065,2026-06,97,63680,49381,BizCorp_0065,AMER,Retail,Enterprise,372,182540
ACC_0065,2026-07,48,27529,24690,BizCorp_0065,AMER,Retail,Enterprise,372,182540
ACC_0065,2026-08,24,15153,12345,BizCorp_0065,AMER,Retail,Enterprise,372,182540
ACC_0066,2026-03,5,4007,3156,BizCorp_0066,APAC,Financial Services,Standard,10,6122
ACC_0066,2026-04,6,4055,3604,BizCorp_0066,APAC,Financial Services,Standard,10,6122
ACC_0066,2026-05,5,4492,3832,BizCorp_0066,APAC,Financial Services,Standard,10,6122
ACC_0066,2026-06,3,2368,1836,BizCorp_0066,APAC,Financial Services,Standard,10,6122
ACC_0066,2026-07,1,1015,918,BizCorp_0066,APAC,Financial Services,Standard,10,6122
ACC_0066,2026-08,1,518,459,BizCorp_0066,APAC,Financial Services,Standard,10,6122
ACC_0067,2026-03,181,172432,142992,BizCorp_0067,AMER,Retail,Enterprise,221,311694
ACC_0067,2026-04,168,168079,146166,BizCorp_0067,AMER,Retail,Enterprise,221,311694
ACC_0067,2026-05,158,179707,149780,BizCorp_0067,AMER,Retail,Enterprise,221,311694
ACC_0067,2026-06,206,197646,167867,BizCorp_0067,AMER,Retail,Enterprise,221,311694
ACC_0067,2026-07,221,244213,201441,BizCorp_0067,AMER,Retail,Enterprise,221,311694
ACC_0067,2026-08,221,278557,241729,BizCorp_0067,AMER,Retail,Enterprise,221,311694
ACC_0068,2026-03,4,3364,2589,BizCorp_0068,EMEA,Logistics,Standard,6,6343
ACC_0068,2026-04,3,2429,2179,BizCorp_0068,EMEA,Logistics,Standard,6,6343
ACC_0068,2026-05,3,3382,2603,BizCorp_0068,EMEA,Logistics,Standard,6,6343
ACC_0068,2026-06,2,1543,1223,BizCorp_0068,EMEA,Logistics,Standard,6,6343
ACC_0068,2026-07,1,790,611,BizCorp_0068,EMEA,Logistics,Standard,6,6343
ACC_0068,2026-08,1,395,305,BizCorp_0068,EMEA,Logistics,Standard,6,6343
ACC_0069,2026-03,255,206896,182851,BizCorp_0069,EMEA,Manufacturing,Enterprise,390,374088
ACC_0069,2026-04,277,234009,206209,BizCorp_0069,EMEA,Manufacturing,Enterprise,390,374088
ACC_0069,2026-05,259,231431,178432,BizCorp_0069,EMEA,Manufacturing,Enterprise,390,374088
ACC_0069,2026-06,133,122395,97262,BizCorp_0069,EMEA,Manufacturing,Enterprise,390,374088
ACC_0069,2026-07,66,55796,48631,BizCorp_0069,EMEA,Manufacturing,Enterprise,390,374088
ACC_0069,2026-08,33,29148,24315,BizCorp_0069,EMEA,Manufacturing,Enterprise,390,374088
ACC_0070,2026-03,9,4949,4049,BizCorp_0070,EMEA,Healthcare,Standard,15,8910
ACC_0070,2026-04,8,4886,3759,BizCorp_0070,EMEA,Healthcare,Standard,15,8910
ACC_0070,2026-05,9,5037,4018,BizCorp_0070,EMEA,Healthcare,Standard,15,8910
ACC_0070,2026-06,4,2520,1993,BizCorp_0070,EMEA,Healthcare,Standard,15,8910
ACC_0070,2026-07,2,1110,996,BizCorp_0070,EMEA,Healthcare,Standard,15,8910
ACC_0070,2026-08,1,644,498,BizCorp_0070,EMEA,Healthcare,Standard,15,8910
ACC_0071,2026-03,7,9991,7955,BizCorp_0071,EMEA,Financial Services,Standard,14,12491
ACC_0071,2026-04,8,8358,6463,BizCorp_0071,EMEA,Financial Services,Standard,14,12491
ACC_0071,2026-05,8,8916,8025,BizCorp_0071,EMEA,Financial Services,Standard,14,12491
ACC_0071,2026-06,7,7251,6401,BizCorp_0071,EMEA,Financial Services,Standard,14,12491
ACC_0071,2026-07,7,8878,7594,BizCorp_0071,EMEA,Financial Services,Standard,14,12491
ACC_0071,2026-08,8,10142,7991,BizCorp_0071,EMEA,Financial Services,Standard,14,12491
ACC_0072,2026-03,8,12316,10072,BizCorp_0072,AMER,Financial Services,Standard,19,14224
ACC_0072,2026-04,8,12328,10119,BizCorp_0072,AMER,Financial Services,Standard,19,14224
ACC_0072,2026-05,9,10717,8750,BizCorp_0072,AMER,Financial Services,Standard,19,14224
ACC_0072,2026-06,4,6215,4854,BizCorp_0072,AMER,Financial Services,Standard,19,14224
ACC_0072,2026-07,2,2833,2427,BizCorp_0072,AMER,Financial Services,Standard,19,14224
ACC_0072,2026-08,1,1558,1213,BizCorp_0072,AMER,Financial Services,Standard,19,14224
ACC_0073,2026-03,139,144066,118539,BizCorp_0073,EMEA,Technology,Enterprise,210,365229
ACC_0073,2026-04,157,145335,122820,BizCorp_0073,EMEA,Technology,Enterprise,210,365229
ACC_0073,2026-05,157,139265,113646,BizCorp_0073,EMEA,Technology,Enterprise,210,365229
ACC_0073,2026-06,146,154709,129292,BizCorp_0073,EMEA,Technology,Enterprise,210,365229
ACC_0073,2026-07,162,139166,120024,BizCorp_0073,EMEA,Technology,Enterprise,210,365229
ACC_0073,2026-08,140,117247,98700,BizCorp_0073,EMEA,Technology,Enterprise,210,365229
ACC_0074,2026-03,15,20257,17405,BizCorp_0074,EMEA,Manufacturing,Premium,29,36009
ACC_0074,2026-04,18,17665,14974,BizCorp_0074,EMEA,Manufacturing,Premium,29,36009
ACC_0074,2026-05,17,17685,15773,BizCorp_0074,EMEA,Manufacturing,Premium,29,36009
ACC_0074,2026-06,20,21638,18843,BizCorp_0074,EMEA,Manufacturing,Premium,29,36009
ACC_0074,2026-07,24,25426,22611,BizCorp_0074,EMEA,Manufacturing,Premium,29,36009
ACC_0074,2026-08,29,32287,27134,BizCorp_0074,EMEA,Manufacturing,Premium,29,36009
ACC_0075,2026-03,8,6878,5983,BizCorp_0075,APAC,Manufacturing,Standard,19,13900
ACC_0075,2026-04,8,6052,5193,BizCorp_0075,APAC,Manufacturing,Standard,19,13900
ACC_0075,2026-05,8,6836,5458,BizCorp_0075,APAC,Manufacturing,Standard,19,13900
ACC_0075,2026-06,8,6969,5809,BizCorp_0075,APAC,Manufacturing,Standard,19,13900
ACC_0075,2026-07,8,6388,4956,BizCorp_0075,APAC,Manufacturing,Standard,19,13900
ACC_0075,2026-08,8,7535,6593,BizCorp_0075,APAC,Manufacturing,Standard,19,13900
ACC_0076,2026-03,186,211926,171669,BizCorp_0076,AMER,Logistics,Enterprise,435,377317
ACC_0076,2026-04,174,148814,132692,BizCorp_0076,AMER,Logistics,Enterprise,435,377317
ACC_0076,2026-05,169,169708,144660,BizCorp_0076,AMER,Logistics,Enterprise,435,377317
ACC_0076,2026-06,91,91888,77829,BizCorp_0076,AMER,Logistics,Enterprise,435,377317
ACC_0076,2026-07,45,43157,38914,BizCorp_0076,AMER,Logistics,Enterprise,435,377317
ACC_0076,2026-08,22,21601,19457,BizCorp_0076,AMER,Logistics,Enterprise,435,377317
ACC_0077,2026-03,135,221746,183266,BizCorp_0077,AMER,Technology,Enterprise,254,447806
ACC_0077,2026-04,147,235782,192915,BizCorp_0077,AMER,Technology,Enterprise,254,447806
ACC_0077,2026-05,128,192085,163527,BizCorp_0077,AMER,Technology,Enterprise,254,447806
ACC_0077,2026-06,151,222029,189264,BizCorp_0077,AMER,Technology,Enterprise,254,447806
ACC_0077,2026-07,128,226324,191755,BizCorp_0077,AMER,Technology,Enterprise,254,447806
ACC_0077,2026-08,125,199211,160303,BizCorp_0077,AMER,Technology,Enterprise,254,447806
ACC_0078,2026-03,22,11142,8663,BizCorp_0078,APAC,Retail,Premium,35,27014
ACC_0078,2026-04,20,11500,9401,BizCorp_0078,APAC,Retail,Premium,35,27014
ACC_0078,2026-05,22,11997,9986,BizCorp_0078,APAC,Retail,Premium,35,27014
ACC_0078,2026-06,25,14009,11656,BizCorp_0078,APAC,Retail,Premium,35,27014
ACC_0078,2026-07,30,16755,13987,BizCorp_0078,APAC,Retail,Premium,35,27014
ACC_0078,2026-08,35,20353,16785,BizCorp_0078,APAC,Retail,Premium,35,27014
ACC_0079,2026-03,9,5986,4920,BizCorp_0079,APAC,Technology,Standard,13,9616
ACC_0079,2026-04,10,5683,4592,BizCorp_0079,APAC,Technology,Standard,13,9616
ACC_0079,2026-05,8,5520,4268,BizCorp_0079,APAC,Technology,Standard,13,9616
ACC_0079,2026-06,11,6485,5161,BizCorp_0079,APAC,Technology,Standard,13,9616
ACC_0079,2026-07,13,7774,6194,BizCorp_0079,APAC,Technology,Standard,13,9616
ACC_0079,2026-08,13,9035,7433,BizCorp_0079,APAC,Technology,Standard,13,9616
ACC_0080,2026-03,179,100010,78858,BizCorp_0080,APAC,Logistics,Enterprise,276,206743
ACC_0080,2026-04,162,88782,80251,BizCorp_0080,APAC,Logistics,Enterprise,276,206743
ACC_0080,2026-05,190,74189,67214,BizCorp_0080,APAC,Logistics,Enterprise,276,206743
ACC_0080,2026-06,168,84392,68163,BizCorp_0080,APAC,Logistics,Enterprise,276,206743
ACC_0080,2026-07,171,105814,82403,BizCorp_0080,APAC,Logistics,Enterprise,276,206743
ACC_0080,2026-08,187,90675,81509,BizCorp_0080,APAC,Logistics,Enterprise,276,206743
ACC_0081,2026-03,56,31848,27097,BizCorp_0081,EMEA,Financial Services,Premium,85,52016
ACC_0081,2026-04,56,32511,26944,BizCorp_0081,EMEA,Financial Services,Premium,85,52016
ACC_0081,2026-05,52,36566,28713,BizCorp_0081,EMEA,Financial Services,Premium,85,52016
ACC_0081,2026-06,53,34308,29759,BizCorp_0081,EMEA,Financial Services,Premium,85,52016
ACC_0081,2026-07,51,35848,31016,BizCorp_0081,EMEA,Financial Services,Premium,85,52016
ACC_0081,2026-08,49,40043,30887,BizCorp_0081,EMEA,Financial Services,Premium,85,52016
ACC_0082,2026-03,12,6615,5458,BizCorp_0082,AMER,Financial Services,Standard,18,9533
ACC_0082,2026-04,13,6779,5857,BizCorp_0082,AMER,Financial Services,Standard,18,9533
ACC_0082,2026-05,12,7115,5563,BizCorp_0082,AMER,Financial Services,Standard,18,9533
ACC_0082,2026-06,6,3236,2745,BizCorp_0082,AMER,Financial Services,Standard,18,9533
ACC_0082,2026-07,3,1603,1372,BizCorp_0082,AMER,Financial Services,Standard,18,9533
ACC_0082,2026-08,1,860,686,BizCorp_0082,AMER,Financial Services,Standard,18,9533
ACC_0083,2026-03,19,29057,24449,BizCorp_0083,EMEA,Technology,Premium,37,61753
ACC_0083,2026-04,18,29045,25469,BizCorp_0083,EMEA,Technology,Premium,37,61753
ACC_0083,2026-05,19,35888,28960,BizCorp_0083,EMEA,Technology,Premium,37,61753
ACC_0083,2026-06,17,32284,26520,BizCorp_0083,EMEA,Technology,Premium,37,61753
ACC_0083,2026-07,18,32490,26936,BizCorp_0083,EMEA,Technology,Premium,37,61753
ACC_0083,2026-08,19,26242,22189,BizCorp_0083,EMEA,Technology,Premium,37,61753
ACC_0084,2026-03,129,309050,240353,BizCorp_0084,APAC,Healthcare,Enterprise,327,389239
ACC_0084,2026-04,141,341471,267678,BizCorp_0084,APAC,Healthcare,Enterprise,327,389239
ACC_0084,2026-05,143,278501,215428,BizCorp_0084,APAC,Healthcare,Enterprise,327,389239
ACC_0084,2026-06,172,330794,284131,BizCorp_0084,APAC,Healthcare,Enterprise,327,389239
ACC_0084,2026-07,207,419098,340958,BizCorp_0084,APAC,Healthcare,Enterprise,327,389239
ACC_0084,2026-08,248,524360,409149,BizCorp_0084,APAC,Healthcare,Enterprise,327,389239
ACC_0085,2026-03,72,76286,68884,BizCorp_0085,AMER,Logistics,Enterprise,105,158654
ACC_0085,2026-04,75,77061,60797,BizCorp_0085,AMER,Logistics,Enterprise,105,158654
ACC_0085,2026-05,75,68002,53662,BizCorp_0085,AMER,Logistics,Enterprise,105,158654
ACC_0085,2026-06,73,70572,56467,BizCorp_0085,AMER,Logistics,Enterprise,105,158654
ACC_0085,2026-07,74,64673,58396,BizCorp_0085,AMER,Logistics,Enterprise,105,158654
ACC_0085,2026-08,66,82612,64255,BizCorp_0085,AMER,Logistics,Enterprise,105,158654
ACC_0086,2026-03,3,9879,7672,BizCorp_0086,APAC,Retail,Standard,6,11049
ACC_0086,2026-04,3,8666,7612,BizCorp_0086,APAC,Retail,Standard,6,11049
ACC_0086,2026-05,2,8231,6907,BizCorp_0086,APAC,Retail,Standard,6,11049
ACC_0086,2026-06,1,4425,3843,BizCorp_0086,APAC,Retail,Standard,6,11049
ACC_0086,2026-07,1,2184,1921,BizCorp_0086,APAC,Retail,Standard,6,11049
ACC_0086,2026-08,1,1197,960,BizCorp_0086,APAC,Retail,Standard,6,11049
ACC_0087,2026-03,10,6051,4730,BizCorp_0087,AMER,Manufacturing,Standard,18,7088
ACC_0087,2026-04,12,4796,4293,BizCorp_0087,AMER,Manufacturing,Standard,18,7088
ACC_0087,2026-05,11,4364,3869,BizCorp_0087,AMER,Manufacturing,Standard,18,7088
ACC_0087,2026-06,5,2487,2136,BizCorp_0087,AMER,Manufacturing,Standard,18,7088
ACC_0087,2026-07,2,1227,1068,BizCorp_0087,AMER,Manufacturing,Standard,18,7088
ACC_0087,2026-08,1,615,534,BizCorp_0087,AMER,Manufacturing,Standard,18,7088
ACC_0088,2026-03,14,21998,18112,BizCorp_0088,AMER,Logistics,Premium,26,43449
ACC_0088,2026-04,14,19423,16930,BizCorp_0088,AMER,Logistics,Premium,26,43449
ACC_0088,2026-05,15,19798,17491,BizCorp_0088,AMER,Logistics,Premium,26,43449
ACC_0088,2026-06,15,25446,19918,BizCorp_0088,AMER,Logistics,Premium,26,43449
ACC_0088,2026-07,15,22937,18683,BizCorp_0088,AMER,Logistics,Premium,26,43449
ACC_0088,2026-08,16,19418,16972,BizCorp_0088,AMER,Logistics,Premium,26,43449
ACC_0089,2026-03,5,6208,5005,BizCorp_0089,APAC,Healthcare,Standard,8,10794
ACC_0089,2026-04,5,7063,5604,BizCorp_0089,APAC,Healthcare,Standard,8,10794
ACC_0089,2026-05,5,6935,5611,BizCorp_0089,APAC,Healthcare,Standard,8,10794
ACC_0089,2026-06,4,6810,5651,BizCorp_0089,APAC,Healthcare,Standard,8,10794
ACC_0089,2026-07,4,6399,4986,BizCorp_0089,APAC,Healthcare,Standard,8,10794
ACC_0089,2026-08,4,7318,5715,BizCorp_0089,APAC,Healthcare,Standard,8,10794
ACC_0090,2026-03,294,73636,65557,BizCorp_0090,AMER,Technology,Enterprise,484,181030
ACC_0090,2026-04,286,74678,66785,BizCorp_0090,AMER,Technology,Enterprise,484,181030
ACC_0090,2026-05,305,84769,71194,BizCorp_0090,AMER,Technology,Enterprise,484,181030
ACC_0090,2026-06,305,71489,64315,BizCorp_0090,AMER,Technology,Enterprise,484,181030
ACC_0090,2026-07,302,88568,71159,BizCorp_0090,AMER,Technology,Enterprise,484,181030
ACC_0090,2026-08,298,89122,71346,BizCorp_0090,AMER,Technology,Enterprise,484,181030
ACC_0091,2026-03,6,3496,2717,BizCorp_0091,AMER,Logistics,Standard,18,5406
ACC_0091,2026-04,6,2958,2674,BizCorp_0091,AMER,Logistics,Standard,18,5406
ACC_0091,2026-05,7,3204,2557,BizCorp_0091,AMER,Logistics,Standard,18,5406
ACC_0091,2026-06,8,2924,2470,BizCorp_0091,AMER,Logistics,Standard,18,5406
ACC_0091,2026-07,8,2908,2283,BizCorp_0091,AMER,Logistics,Standard,18,5406
ACC_0091,2026-08,8,2816,2278,BizCorp_0091,AMER,Logistics,Standard,18,5406
ACC_0092,2026-03,45,38854,32224,BizCorp_0092,APAC,Logistics,Premium,73,72575
ACC_0092,2026-04,50,32158,29217,BizCorp_0092,APAC,Logistics,Premium,73,72575
ACC_0092,2026-05,43,36966,29940,BizCorp_0092,APAC,Logistics,Premium,73,72575
ACC_0092,2026-06,48,40688,32173,BizCorp_0092,APAC,Logistics,Premium,73,72575
ACC_0092,2026-07,45,35112,30397,BizCorp_0092,APAC,Logistics,Premium,73,72575
ACC_0092,2026-08,52,38188,34019,BizCorp_0092,APAC,Logistics,Premium,73,72575
ACC_0093,2026-03,9,5268,4732,BizCorp_0093,APAC,Financial Services,Standard,13,7608
ACC_0093,2026-04,8,6232,5049,BizCorp_0093,APAC,Financial Services,Standard,13,7608
ACC_0093,2026-05,9,5253,4738,BizCorp_0093,APAC,Financial Services,Standard,13,7608
ACC_0093,2026-06,10,7313,6157,BizCorp_0093,APAC,Financial Services,Standard,13,7608
ACC_0093,2026-07,12,8925,7389,BizCorp_0093,APAC,Financial Services,Standard,13,7608
ACC_0093,2026-08,13,11091,8867,BizCorp_0093,APAC,Financial Services,Standard,13,7608
ACC_0094,2026-03,10,48475,39890,BizCorp_0094,AMER,Technology,Premium,25,50847
ACC_0094,2026-04,11,48473,38359,BizCorp_0094,AMER,Technology,Premium,25,50847
ACC_0094,2026-05,10,51189,39463,BizCorp_0094,AMER,Technology,Premium,25,50847
ACC_0094,2026-06,11,39894,34540,BizCorp_0094,AMER,Technology,Premium,25,50847
ACC_0094,2026-07,11,45435,36435,BizCorp_0094,AMER,Technology,Premium,25,50847
ACC_0094,2026-08,10,45250,37361,BizCorp_0094,AMER,Technology,Premium,25,50847
ACC_0095,2026-03,53,34197,29386,BizCorp_0095,AMER,Technology,Premium,65,40000
ACC_0095,2026-04,50,28462,24217,BizCorp_0095,AMER,Technology,Premium,65,40000
ACC_0095,2026-05,53,34095,26850,BizCorp_0095,AMER,Technology,Premium,65,40000
ACC_0095,2026-06,49,36258,28750,BizCorp_0095,AMER,Technology,Premium,65,40000
ACC_0095,2026-07,55,35664,27571,BizCorp_0095,AMER,Technology,Premium,65,40000
ACC_0095,2026-08,51,27673,24094,BizCorp_0095,AMER,Technology,Premium,65,40000
ACC_0096,2026-03,5,4436,3675,BizCorp_0096,EMEA,Manufacturing,Standard,11,11528
ACC_0096,2026-04,6,3888,3308,BizCorp_0096,EMEA,Manufacturing,Standard,11,11528
ACC_0096,2026-05,5,3671,3294,BizCorp_0096,EMEA,Manufacturing,Standard,11,11528
ACC_0096,2026-06,6,4842,3923,BizCorp_0096,EMEA,Manufacturing,Standard,11,11528
ACC_0096,2026-07,5,4470,3489,BizCorp_0096,EMEA,Manufacturing,Standard,11,11528
ACC_0096,2026-08,5,4903,4292,BizCorp_0096,EMEA,Manufacturing,Standard,11,11528
ACC_0097,2026-03,11,4256,3706,BizCorp_0097,APAC,Retail,Standard,13,10753
ACC_0097,2026-04,10,4361,3399,BizCorp_0097,APAC,Retail,Standard,13,10753
ACC_0097,2026-05,10,4749,4038,BizCorp_0097,APAC,Retail,Standard,13,10753
