account_id,usage_month,active_seats,total_api_calls,credits_consumed
ACC_0255,2026-08,34,24730,19249
ACC_0256,2026-03,194,227910,193747
ACC_0256,2026-04,192,234283,184297
ACC_0256,2026-05,198,186363,165931
ACC_0256,2026-06,171,197994,158635
ACC_0256,2026-07,203,218146,194215
ACC_0256,2026-08,181,258312,200116
ACC_0257,2026-03,11,45659,38540
ACC_0257,2026-04,12,55894,43437
ACC_0257,2026-05,11,50963,41837
ACC_0257,2026-06,11,43203,34006
ACC_0257,2026-07,11,50617,43660
ACC_0257,2026-08,11,47473,42031
ACC_0258,2026-03,10,41822,34287
ACC_0258,2026-04,9,41696,37074
ACC_0258,2026-05,11,41037,34322
ACC_0258,2026-06,5,20453,16159
ACC_0258,2026-07,2,9686,8079
ACC_0258,2026-08,1,5011,4039
ACC_0259,2026-03,7,8175,6439
ACC_0259,2026-04,9,6919,5548
ACC_0259,2026-05,9,8323,6547
ACC_0259,2026-06,10,9037,7256
ACC_0259,2026-07,12,10098,8707
ACC_0259,2026-08,14,13195,10448
ACC_0260,2026-03,37,43814,33754
ACC_0260,2026-04,41,37367,30996
ACC_0260,2026-05,37,38648,33931
ACC_0260,2026-06,41,34936,31022
ACC_0260,2026-07,40,41381,32816
ACC_0260,2026-08,41,40580,34058
ACC_0261,2026-03,23,37272,32639
ACC_0261,2026-04,25,32602,26501
ACC_0261,2026-05,23,36165,32279
ACC_0261,2026-06,25,37961,32299
ACC_0261,2026-07,26,34840,30733
ACC_0261,2026-08,21,33334,27900
ACC_0262,2026-03,52,146827,129969
ACC_0262,2026-04,56,137612,122457
ACC_0262,2026-05,52,152101,124752
ACC_0262,2026-06,50,178680,142356
ACC_0262,2026-07,59,155830,139393
ACC_0262,2026-08,53,170885,145259
ACC_0263,2026-03,143,207117,167875
ACC_0263,2026-04,157,175290,144320
ACC_0263,2026-05,159,196088,156987
ACC_0263,2026-06,188,254422,202104
ACC_0263,2026-07,226,275561,242525
ACC_0263,2026-08,271,348315,291030
ACC_0264,2026-03,31,32701,25700
ACC_0264,2026-04,32,29100,23465
ACC_0264,2026-05,31,33240,26451
ACC_0264,2026-06,38,34951,28981
ACC_0264,2026-07,46,38700,34778
ACC_0264,2026-08,55,52894,41734
ACC_0265,2026-03,6,5967,4690
ACC_0265,2026-04,6,5366,4512
ACC_0265,2026-05,6,5547,4566
ACC_0265,2026-06,6,5346,4644
ACC_0265,2026-07,6,5217,4638
ACC_0265,2026-08,6,6851,6040
ACC_0266,2026-03,130,77075,66520
ACC_0266,2026-04,120,63390,52910
ACC_0266,2026-05,115,86576,66630
ACC_0266,2026-06,122,73646,59508
ACC_0266,2026-07,123,56716,51218
ACC_0266,2026-08,111,75048,65657
ACC_0267,2026-03,39,30566,24963
ACC_0267,2026-04,37,30619,26029
ACC_0267,2026-05,44,30430,27252
ACC_0267,2026-06,38,34026,27465
ACC_0267,2026-07,41,30508,24475
ACC_0267,2026-08,45,33874,29753
ACC_0268,2026-03,5,5526,4371
ACC_0268,2026-04,5,6209,5281
ACC_0268,2026-05,6,5185,4493
ACC_0268,2026-06,2,2932,2431
ACC_0268,2026-07,1,1502,1215
ACC_0268,2026-08,1,717,607
ACC_0269,2026-03,192,207242,162700
ACC_0269,2026-04,188,175027,148905
ACC_0269,2026-05,218,188573,168219
ACC_0269,2026-06,99,112174,87287
ACC_0269,2026-07,49,49541,43643
ACC_0269,2026-08,24,27181,21821
ACC_0270,2026-03,12,26950,22192
ACC_0270,2026-04,13,24243,21650
ACC_0270,2026-05,12,27479,21977
ACC_0270,2026-06,6,13205,11623
ACC_0270,2026-07,3,7328,5811
ACC_0270,2026-08,1,3589,2905
ACC_0271,2026-03,36,25551,22590
ACC_0271,2026-04,37,27036,21680
ACC_0271,2026-05,36,31103,24020
ACC_0271,2026-06,48,33518,26998
ACC_0271,2026-07,57,37251,32398
ACC_0271,2026-08,68,47498,38878
ACC_0272,2026-03,47,36101,31252
ACC_0272,2026-04,44,45140,35369
ACC_0272,2026-05,47,37392,29406
ACC_0272,2026-06,53,48326,37477
ACC_0272,2026-07,64,53126,44973
ACC_0272,2026-08,77,62740,53968
ACC_0273,2026-03,7,4488,3694
ACC_0273,2026-04,7,5062,3937
ACC_0273,2026-05,8,4628,3589
ACC_0273,2026-06,8,5357,4753
ACC_0273,2026-07,7,5486,4441
ACC_0273,2026-08,7,4116,3733
ACC_0274,2026-03,213,333104,266498
ACC_0274,2026-04,194,347366,269240
ACC_0274,2026-05,218,337446,279894
ACC_0274,2026-06,209,335283,259321
ACC_0274,2026-07,211,337333,280014
ACC_0274,2026-08,193,277927,219206
ACC_0275,2026-03,14,5040,4490
ACC_0275,2026-04,16,5214,4317
ACC_0275,2026-05,15,4792,4132
ACC_0275,2026-06,7,2703,2333
ACC_0275,2026-07,3,1332,1166
ACC_0275,2026-08,1,727,583
ACC_0276,2026-03,4,3195,2526
ACC_0276,2026-04,3,2930,2395
ACC_0276,2026-05,4,2833,2317
ACC_0276,2026-06,5,3388,2907
ACC_0276,2026-07,6,4083,3488
ACC_0276,2026-08,7,4608,4186
ACC_0277,2026-03,19,8774,7277
ACC_0277,2026-04,21,9990,7789
ACC_0277,2026-05,17,9948,8651
ACC_0277,2026-06,19,9033,7702
ACC_0277,2026-07,21,9336,8091
ACC_0277,2026-08,21,9953,8379
ACC_0278,2026-03,8,7455,6542
ACC_0278,2026-04,8,5982,5075
ACC_0278,2026-05,9,7465,6595
ACC_0278,2026-06,8,7214,5851
ACC_0278,2026-07,8,6955,5748
ACC_0278,2026-08,9,7299,6266
ACC_0279,2026-03,293,278219,247979
ACC_0279,2026-04,253,248483,219681
ACC_0279,2026-05,274,317930,277112
ACC_0279,2026-06,329,380387,307841
ACC_0279,2026-07,395,431627,369409
ACC_0279,2026-08,457,574189,443291
ACC_0280,2026-03,270,93290,81154
ACC_0280,2026-04,252,86835,75516
ACC_0280,2026-05,285,108434,83485
ACC_0280,2026-06,257,94026,82502
ACC_0280,2026-07,282,102022,82261
ACC_0280,2026-08,271,88381,68064
ACC_0281,2026-03,8,6081,4730
ACC_0281,2026-04,9,4772,4268
ACC_0281,2026-05,8,4655,4009
ACC_0281,2026-06,10,4424,3791
ACC_0281,2026-07,9,5082,4136
ACC_0281,2026-08,9,4437,3838
ACC_0282,2026-03,214,84884,77160
ACC_0282,2026-04,204,93421,80740
ACC_0282,2026-05,189,104420,88031
ACC_0282,2026-06,99,49069,42652
ACC_0282,2026-07,49,25554,21326
ACC_0282,2026-08,24,12442,10663
ACC_0283,2026-03,7,2617,2244
ACC_0283,2026-04,7,2436,1940
ACC_0283,2026-05,7,2393,1946
ACC_0283,2026-06,6,2494,1953
ACC_0283,2026-07,6,2440,2171
ACC_0283,2026-08,7,2799,2274
ACC_0284,2026-03,189,190958,156037
ACC_0284,2026-04,197,171186,136709
ACC_0284,2026-05,207,138962,123460
ACC_0284,2026-06,202,187300,146521
ACC_0284,2026-07,216,184331,152080
ACC_0284,2026-08,199,162118,132237
ACC_0285,2026-03,33,12422,10345
ACC_0285,2026-04,31,11689,9432
ACC_0285,2026-05,31,9596,7910
ACC_0285,2026-06,36,12097,9692
ACC_0285,2026-07,33,12316,9667
ACC_0285,2026-08,37,10301,8240
ACC_0286,2026-03,133,199842,181556
ACC_0286,2026-04,132,225377,204559
ACC_0286,2026-05,141,239938,199822
ACC_0286,2026-06,156,297181,238870
ACC_0286,2026-07,188,330147,286644
ACC_0286,2026-08,209,437014,343972
ACC_0287,2026-03,3,5401,4707
ACC_0287,2026-04,3,6222,4874
ACC_0287,2026-05,4,6383,5074
ACC_0287,2026-06,2,3347,2725
ACC_0287,2026-07,1,1566,1362
ACC_0287,2026-08,1,861,681
ACC_0288,2026-03,84,64034,57345
ACC_0288,2026-04,85,75375,60571
ACC_0288,2026-05,81,71858,61685
ACC_0288,2026-06,75,82648,65346
ACC_0288,2026-07,77,77225,68019
ACC_0288,2026-08,90,78209,60358
ACC_0289,2026-03,158,145181,118492
ACC_0289,2026-04,148,138488,116530
ACC_0289,2026-05,140,142755,116444
ACC_0289,2026-06,155,147208,123787
ACC_0289,2026-07,152,141503,125261
ACC_0289,2026-08,144,152131,127640
ACC_0290,2026-03,50,140393,127144
ACC_0290,2026-04,45,129652,109983
ACC_0290,2026-05,49,118158,106028
ACC_0290,2026-06,46,176899,136699
ACC_0290,2026-07,44,152845,122733
ACC_0290,2026-08,51,147566,125527
ACC_0291,2026-03,108,74468,66110
ACC_0291,2026-04,107,70060,54407
ACC_0291,2026-05,103,70094,63614
ACC_0291,2026-06,107,74842,59227
ACC_0291,2026-07,108,57746,51201
ACC_0291,2026-08,106,82565,65368
ACC_0292,2026-03,4,2458,2006
ACC_0292,2026-04,4,2331,2081
ACC_0292,2026-05,4,2411,1903
ACC_0292,2026-06,2,1069,948
ACC_0292,2026-07,1,607,474
ACC_0292,2026-08,1,261,237
ACC_0293,2026-03,141,66578,53828
ACC_0293,2026-04,152,65121,50863
ACC_0293,2026-05,147,62761,54818
ACC_0293,2026-06,176,74042,57340
ACC_0293,2026-07,212,79567,68808
ACC_0293,2026-08,254,92085,82569
ACC_0294,2026-03,4,10875,8908
ACC_0294,2026-04,3,9802,8035
ACC_0294,2026-05,4,8790,7127
ACC_0294,2026-06,2,4619,3981
ACC_0294,2026-07,1,2514,1990
ACC_0294,2026-08,1,1163,995
ACC_0295,2026-03,65,208152,162442
ACC_0295,2026-04,71,241594,189882
ACC_0295,2026-05,74,213782,189302
ACC_0295,2026-06,62,216542,171945
ACC_0295,2026-07,74,214685,191234
ACC_0295,2026-08,66,210686,186624
ACC_0296,2026-03,314,65649,55411
ACC_0296,2026-04,334,71839,57074
ACC_0296,2026-05,311,78643,63897
ACC_0296,2026-06,161,33662,29293
ACC_0296,2026-07,80,17336,14646
ACC_0296,2026-08,40,8783,7323
ACC_0297,2026-03,3,10326,8719
ACC_0297,2026-04,3,11254,9006
ACC_0297,2026-05,3,8624,7836
ACC_0297,2026-06,4,13267,10215
ACC_0297,2026-07,5,13525,12258
ACC_0297,2026-08,6,17822,14709
ACC_0298,2026-03,86,60074,47178
ACC_0298,2026-04,94,45242,40079
ACC_0298,2026-05,95,62532,48755
ACC_0298,2026-06,84,52125,46910
ACC_0298,2026-07,82,60339,48630
ACC_0298,2026-08,86,47376,36641
ACC_0299,2026-03,14,21602,17725
ACC_0299,2026-04,13,18004,15958
ACC_0299,2026-05,13,19294,15238
ACC_0299,2026-06,7,10559,8924
ACC_0299,2026-07,3,5591,4462
ACC_0299,2026-08,1,2663,2231
ACC_0300,2026-03,4,6766,5796
ACC_0300,2026-04,5,7294,6303
ACC_0300,2026-05,4,7341,6635
ACC_0300,2026-06,5,6568,5960
ACC_0300,2026-07,5,8003,6276
ACC_0300,2026-08,4,8400,6543
ACC_0301,2026-03,5,6135,5095
ACC_0301,2026-04,6,4523,3960
ACC_0301,2026-05,6,4643,4085
ACC_0301,2026-06,3,2786,2231
ACC_0301,2026-07,1,1351,1115
ACC_0301,2026-08,1,706,557
ACC_0302,2026-03,220,284482,256075
ACC_0302,2026-04,219,299530,259562
ACC_0302,2026-05,207,319791,254660
ACC_0302,2026-06,270,371976,318720
ACC_0302,2026-07,324,439032,382464
ACC_0302,2026-08,381,519791,458956
ACC_0303,2026-03,166,156543,129339
ACC_0303,2026-04,162,136092,117948
ACC_0303,2026-05,173,169617,139862
ACC_0303,2026-06,167,137800,118496
ACC_0303,2026-07,172,137004,116965
ACC_0303,2026-08,151,151487,133003
ACC_0304,2026-03,230,108870,92149
ACC_0304,2026-04,232,116389,92263
ACC_0304,2026-05,206,126523,107549
ACC_0304,2026-06,265,153096,125770
ACC_0304,2026-07,319,191734,150924
ACC_0304,2026-08,321,209728,181109
ACC_0305,2026-03,299,167926,146493
ACC_0305,2026-04,275,153424,135994
ACC_0305,2026-05,304,177724,148064
ACC_0305,2026-06,320,160436,133180
ACC_0305,2026-07,307,142965,126941
ACC_0305,2026-08,279,172273,133750
ACC_0306,2026-03,57,23780,19459
ACC_0306,2026-04,53,23406,19099
ACC_0306,2026-05,58,26261,23271
ACC_0306,2026-06,63,27976,21624
ACC_0306,2026-07,62,20900,18681
ACC_0306,2026-08,56,27287,24099
ACC_0307,2026-03,41,26438,22177
ACC_0307,2026-04,49,29878,23853
ACC_0307,2026-05,44,30283,23513
ACC_0307,2026-06,22,13498,10429
ACC_0307,2026-07,11,6244,5214
ACC_0307,2026-08,5,3057,2607
ACC_0308,2026-03,45,27132,23124
ACC_0308,2026-04,44,34713,29550
ACC_0308,2026-05,43,30043,26067
ACC_0308,2026-06,21,16589,13010
ACC_0308,2026-07,10,8043,6505
ACC_0308,2026-08,5,3980,3252
ACC_0309,2026-03,29,28016,22050
ACC_0309,2026-04,26,27391,23216
ACC_0309,2026-05,25,29813,25002
ACC_0309,2026-06,25,31454,25604
ACC_0309,2026-07,30,28594,25596
ACC_0309,2026-08,29,37390,29109
ACC_0310,2026-03,3,3873,3235
ACC_0310,2026-04,3,3231,2796
ACC_0310,2026-05,3,3014,2525
ACC_0310,2026-06,4,4149,3379
ACC_0310,2026-07,4,4720,4055
ACC_0310,2026-08,5,5383,4866
ACC_0311,2026-03,215,240621,210576
ACC_0311,2026-04,191,197504,157786
ACC_0311,2026-05,200,193491,170444
ACC_0311,2026-06,244,249328,220968
ACC_0311,2026-07,293,306202,265161
ACC_0311,2026-08,351,355213,318194
ACC_0312,2026-03,11,4193,3312
ACC_0312,2026-04,10,4673,4000
ACC_0312,2026-05,11,3756,3211
ACC_0312,2026-06,13,5071,4284
ACC_0312,2026-07,15,6144,5141
ACC_0312,2026-08,15,7635,6169
ACC_0313,2026-03,412,197222,155956
ACC_0313,2026-04,385,194636,170777
ACC_0313,2026-05,398,176484,156330
ACC_0313,2026-06,393,208922,167557
ACC_0313,2026-07,406,180221,163416
ACC_0313,2026-08,411,207115,172612
ACC_0314,2026-03,42,30841,28019
ACC_0314,2026-04,42,34456,30624
ACC_0314,2026-05,42,35565,31769
ACC_0314,2026-06,21,15924,13923
ACC_0314,2026-07,10,9020,6961
ACC_0314,2026-08,5,4120,3480
ACC_0315,2026-03,217,91673,74174
ACC_0315,2026-04,251,92140,78567
ACC_0315,2026-05,221,97332,77015
ACC_0315,2026-06,213,106229,81727
ACC_0315,2026-07,226,98861,78112
ACC_0315,2026-08,227,108984,93375
ACC_0316,2026-03,28,12986,10939
ACC_0316,2026-04,27,15763,12753
ACC_0316,2026-05,29,16620,12908
ACC_0316,2026-06,30,11965,10707
ACC_0316,2026-07,30,11774,10672
ACC_0316,2026-08,31,13403,10723
ACC_0317,2026-03,24,46809,36848
ACC_0317,2026-04,21,45988,37997
ACC_0317,2026-05,21,50098,38833
ACC_0317,2026-06,22,45533,38174
ACC_0317,2026-07,24,46012,36607
ACC_0317,2026-08,22,49893,39710
ACC_0318,2026-03,8,11486,8961
ACC_0318,2026-04,9,8724,6806
ACC_0318,2026-05,8,8629,6859
ACC_0318,2026-06,4,5068,3997
ACC_0318,2026-07,2,2405,1998
ACC_0318,2026-08,1,1247,999
ACC_0319,2026-03,252,320011,247171
ACC_0319,2026-04,215,353803,279530
ACC_0319,2026-05,243,308663,274179
ACC_0319,2026-06,114,164403,133960
ACC_0319,2026-07,57,86770,66980
ACC_0319,2026-08,28,38002,33490
ACC_0320,2026-03,254,149389,124403
ACC_0320,2026-04,284,157085,123825
ACC_0320,2026-05,283,128184,105887
ACC_0320,2026-06,138,73575,57047
ACC_0320,2026-07,69,32537,28523
ACC_0320,2026-08,34,15953,14261
ACC_0321,2026-03,22,32165,26611
ACC_0321,2026-04,26,29012,26254
ACC_0321,2026-05,25,36103,29427
ACC_0321,2026-06,29,38720,30840
ACC_0321,2026-07,34,42090,37009
ACC_0321,2026-08,41,54646,44410
ACC_0322,2026-03,4,10004,7958
ACC_0322,2026-04,4,8884,7692
ACC_0322,2026-05,5,9356,7621
ACC_0322,2026-06,4,7707,6467
ACC_0322,2026-07,4,7488,6475
ACC_0322,2026-08,5,7725,6444
ACC_0323,2026-03,6,2714,2295
ACC_0323,2026-04,6,2497,2187
ACC_0323,2026-05,6,2887,2354
ACC_0323,2026-06,3,1254,1054
ACC_0323,2026-07,1,596,527
ACC_0323,2026-08,1,305,263
ACC_0324,2026-03,150,169861,145359
ACC_0324,2026-04,135,230090,188599
ACC_0324,2026-05,126,190229,165288
ACC_0324,2026-06,129,204552,169445
ACC_0324,2026-07,140,202440,177073
ACC_0324,2026-08,136,203322,183853
ACC_0325,2026-03,21,29108,24332
ACC_0325,2026-04,21,30218,24968
ACC_0325,2026-05,19,33672,28080
ACC_0325,2026-06,20,28887,25371
ACC_0325,2026-07,18,35288,27624
ACC_0325,2026-08,19,30801,25315
ACC_0326,2026-03,45,26323,22135
ACC_0326,2026-04,44,24482,21038
ACC_0326,2026-05,39,24842,21793
ACC_0326,2026-06,21,13218,11292
ACC_0326,2026-07,10,7224,5646
ACC_0326,2026-08,5,3567,2823
ACC_0327,2026-03,4,2166,1870
ACC_0327,2026-04,4,2459,1902
ACC_0327,2026-05,4,1777,1565
ACC_0327,2026-06,5,2546,2187
ACC_0327,2026-07,6,3302,2625
ACC_0327,2026-08,8,3690,3150
ACC_0328,2026-03,34,29590,26853
ACC_0328,2026-04,38,34608,30285
ACC_0328,2026-05,37,30857,26914
ACC_0328,2026-06,34,30377,26590
ACC_0328,2026-07,35,35999,28956
ACC_0328,2026-08,40,38333,31058
ACC_0329,2026-03,233,151772,136740
ACC_0329,2026-04,219,150033,129912
ACC_0329,2026-05,203,180876,148225
ACC_0329,2026-06,264,219801,180426
ACC_0329,2026-07,316,248400,216512
ACC_0329,2026-08,327,286900,259814
ACC_0330,2026-03,114,234610,202797
ACC_0330,2026-04,111,224164,175243
ACC_0330,2026-05,113,191161,155548
ACC_0330,2026-06,95,199891,158581
ACC_0330,2026-07,109,210504,168304
ACC_0330,2026-08,102,213415,183562
ACC_0331,2026-03,53,42894,33163
ACC_0331,2026-04,49,35346,28887
ACC_0331,2026-05,48,28598,25950
ACC_0331,2026-06,49,35178,28427
ACC_0331,2026-07,52,30791,27052
ACC_0331,2026-08,57,36934,28842
ACC_0332,2026-03,19,27158,24202
ACC_0332,2026-04,21,22680,19454
ACC_0332,2026-05,20,28142,24387
ACC_0332,2026-06,18,23691,19873
ACC_0332,2026-07,18,30911,24717
ACC_0332,2026-08,21,30053,25412
ACC_0333,2026-03,3,5054,4219
ACC_0333,2026-04,3,5496,4594
ACC_0333,2026-05,3,5697,4586
ACC_0333,2026-06,4,5965,5096
ACC_0333,2026-07,4,7748,6115
ACC_0333,2026-08,5,8428,7339
ACC_0334,2026-03,8,3625,2938
ACC_0334,2026-04,8,3717,3104
ACC_0334,2026-05,8,4405,3518
ACC_0334,2026-06,8,3911,3035
ACC_0334,2026-07,9,4272,3365
ACC_0334,2026-08,8,3667,2858
ACC_0335,2026-03,15,9619,8456
ACC_0335,2026-04,15,8147,7015
ACC_0335,2026-05,16,9202,8148
ACC_0335,2026-06,18,11937,9361
ACC_0335,2026-07,20,14030,11233
ACC_0335,2026-08,20,15476,13480
ACC_0336,2026-03,43,23404,20297
ACC_0336,2026-04,45,21378,18021
ACC_0336,2026-05,39,24757,20604
ACC_0336,2026-06,50,27441,24708
ACC_0336,2026-07,60,34231,29650
ACC_0336,2026-08,73,39834,35580
ACC_0337,2026-03,294,158547,130084
ACC_0337,2026-04,308,158709,133739
ACC_0337,2026-05,318,180694,139879
ACC_0337,2026-06,368,183935,160795
ACC_0337,2026-07,441,214300,192954
ACC_0337,2026-08,443,256352,231545
ACC_0338,2026-03,57,233008,187925
ACC_0338,2026-04,59,186650,163159
ACC_0338,2026-05,64,213751,178270
ACC_0338,2026-06,30,95599,84288
ACC_0338,2026-07,15,48074,42144
ACC_0338,2026-08,7,25863,21072
ACC_0339,2026-03,10,6176,5167
ACC_0339,2026-04,9,6275,5468
ACC_0339,2026-05,10,4827,4244
ACC_0339,2026-06,5,3118,2436
ACC_0339,2026-07,2,1374,1218
ACC_0339,2026-08,1,671,609
ACC_0340,2026-03,46,15186,13390
ACC_0340,2026-04,44,11995,10249
ACC_0340,2026-05,42,13023,10217
ACC_0340,2026-06,50,17223,14419
ACC_0340,2026-07,60,19189,17303
ACC_0340,2026-08,73,22912,20764
ACC_0341,2026-03,10,3986,3563
ACC_0341,2026-04,10,5081,4268
ACC_0341,2026-05,11,5264,4572
ACC_0341,2026-06,5,2386,1993
ACC_0341,2026-07,2,1168,996
ACC_0341,2026-08,1,549,498
ACC_0342,2026-03,149,84651,66496
ACC_0342,2026-04,159,72794,63081
ACC_0342,2026-05,149,74594,66037
ACC_0342,2026-06,74,37458,31689
ACC_0342,2026-07,37,18126,15844
ACC_0342,2026-08,18,10289,7922
ACC_0343,2026-03,11,7796,6653
ACC_0343,2026-04,11,6830,5291
ACC_0343,2026-05,11,8467,6639
ACC_0343,2026-06,5,3599,2913
ACC_0343,2026-07,2,1863,1456
ACC_0343,2026-08,1,866,728
ACC_0344,2026-03,9,6597,5575
ACC_0344,2026-04,9,6022,5434
ACC_0344,2026-05,8,6713,5492
ACC_0344,2026-06,8,7354,5685
ACC_0344,2026-07,9,6983,5397
ACC_0344,2026-08,8,7259,6084
ACC_0345,2026-03,9,3469,2898
ACC_0345,2026-04,8,3603,3026
ACC_0345,2026-05,8,3980,3539
ACC_0345,2026-06,9,3214,2746
ACC_0345,2026-07,9,3144,2789
ACC_0345,2026-08,9,4201,3500
ACC_0346,2026-03,115,280966,236821
ACC_0346,2026-04,134,229532,207454
ACC_0346,2026-05,135,252898,204660
ACC_0346,2026-06,121,274925,214646
ACC_0346,2026-07,134,303934,249248
ACC_0346,2026-08,116,276821,217083
ACC_0347,2026-03,40,30303,26119
ACC_0347,2026-04,40,32129,26214
ACC_0347,2026-05,44,31553,24744
ACC_0347,2026-06,43,27230,22914
ACC_0347,2026-07,42,36098,29053
ACC_0347,2026-08,43,29771,25143
ACC_0348,2026-03,4,5939,5314
ACC_0348,2026-04,4,6941,5521
ACC_0348,2026-05,4,5794,4733
ACC_0348,2026-06,5,7557,5904
ACC_0348,2026-07,6,9037,7085
ACC_0348,2026-08,8,9443,8502
ACC_0349,2026-03,4,4597,3820
ACC_0349,2026-04,4,3576,3099
ACC_0349,2026-05,4,3806,3123
ACC_0349,2026-06,4,5372,4249
ACC_0349,2026-07,5,6185,5099
ACC_0349,2026-08,7,7576,6119
ACC_0350,2026-03,35,48972,39484
ACC_0350,2026-04,36,48843,37762
ACC_0350,2026-05,33,50916,41465
ACC_0350,2026-06,33,47884,38498
ACC_0350,2026-07,39,49564,40470
ACC_0350,2026-08,33,36469,32257
ACC_0351,2026-03,52,25525,21251
ACC_0351,2026-04,55,32426,27954
ACC_0351,2026-05,56,25733,22436
ACC_0351,2026-06,60,28122,23003
ACC_0351,2026-07,55,29197,25962
ACC_0351,2026-08,52,23953,21229
ACC_0352,2026-03,28,20505,17708
ACC_0352,2026-04,29,24321,20292
ACC_0352,2026-05,29,21385,17253
ACC_0352,2026-06,26,20607,17391
ACC_0352,2026-07,25,21353,17606
ACC_0352,2026-08,25,20622,16780
ACC_0353,2026-03,35,50146,40291
ACC_0353,2026-04,30,54549,46562
ACC_0353,2026-05,34,47634,40721
ACC_0353,2026-06,38,60596,48819
ACC_0353,2026-07,46,69018,58583
ACC_0353,2026-08,55,78211,70299
ACC_0354,2026-03,67,223807,178001
ACC_0354,2026-04,66,209346,180380
ACC_0354,2026-05,68,231157,188082
ACC_0354,2026-06,68,204219,165790
ACC_0354,2026-07,70,236767,188647
ACC_0354,2026-08,70,173112,148618
ACC_0355,2026-03,46,33569,26929
ACC_0355,2026-04,47,39487,32909
ACC_0355,2026-05,52,34040,29696
ACC_0355,2026-06,25,19664,15677
ACC_0355,2026-07,12,10059,7838
ACC_0355,2026-08,6,4934,3919
ACC_0356,2026-03,46,11792,9960
ACC_0356,2026-04,39,10734,9560
ACC_0356,2026-05,46,10102,8065
ACC_0356,2026-06,44,13097,10195
ACC_0356,2026-07,41,11521,9801
ACC_0356,2026-08,47,10778,9455
ACC_0357,2026-03,228,266186,224287
ACC_0357,2026-04,242,253926,227288
ACC_0357,2026-05,218,266314,237942
ACC_0357,2026-06,120,115697,104548
ACC_0357,2026-07,60,58970,52274
ACC_0357,2026-08,30,28778,26137
ACC_0358,2026-03,233,428776,331986
ACC_0358,2026-04,251,361237,317424
ACC_0358,2026-05,226,414896,345698
ACC_0358,2026-06,289,442419,377718
ACC_0358,2026-07,346,580153,453262
ACC_0358,2026-08,384,691144,543915
ACC_0359,2026-03,268,125582,111585
ACC_0359,2026-04,250,115450,96229
ACC_0359,2026-05,227,122209,110646
ACC_0359,2026-06,265,129634,102427
ACC_0359,2026-07,244,133384,104657
ACC_0359,2026-08,232,123545,102367
ACC_0360,2026-03,63,21667,19497
ACC_0360,2026-04,65,21206,17758
ACC_0360,2026-05,68,20654,18675
ACC_0360,2026-06,60,21776,18662
ACC_0360,2026-07,66,21683,17929
ACC_0360,2026-08,65,27935,22663
ACC_0361,2026-03,8,2921,2355
ACC_0361,2026-04,7,2342,1807
ACC_0361,2026-05,8,2643,2162
ACC_0361,2026-06,6,2748,2132
ACC_0361,2026-07,7,2004,1811
ACC_0361,2026-08,7,2603,2195
ACC_0362,2026-03,4,7356,6656
ACC_0362,2026-04,4,6543,5356
ACC_0362,2026-05,4,6862,6218
ACC_0362,2026-06,2,3524,2946
ACC_0362,2026-07,1,1734,1473
ACC_0362,2026-08,1,865,736
ACC_0363,2026-03,46,32068,25065
ACC_0363,2026-04,55,27929,24527
ACC_0363,2026-05,49,25396,22153
ACC_0363,2026-06,51,29300,23450
ACC_0363,2026-07,54,33722,27787
ACC_0363,2026-08,55,27148,21824
ACC_0364,2026-03,27,13647,11665
ACC_0364,2026-04,30,14455,12478
ACC_0364,2026-05,29,15099,13428
ACC_0364,2026-06,26,15111,12502
ACC_0364,2026-07,29,16947,14468
ACC_0364,2026-08,31,15383,12380
ACC_0365,2026-03,71,11363,9851
ACC_0365,2026-04,71,10865,9782
ACC_0365,2026-05,74,12701,10374
ACC_0365,2026-06,34,5648,4886
ACC_0365,2026-07,17,2786,2443
ACC_0365,2026-08,8,1376,1221
ACC_0366,2026-03,13,29109,23147
ACC_0366,2026-04,13,23714,19961
ACC_0366,2026-05,15,27198,24631
ACC_0366,2026-06,16,24584,20190
ACC_0366,2026-07,14,27476,24710
ACC_0366,2026-08,16,23100,20929
ACC_0367,2026-03,155,84962,71625
ACC_0367,2026-04,150,90006,74490
ACC_0367,2026-05,160,82913,67865
ACC_0367,2026-06,198,121390,94938
ACC_0367,2026-07,237,146342,113926
ACC_0367,2026-08,285,175193,136711
ACC_0368,2026-03,306,90687,76497
ACC_0368,2026-04,300,92861,83552
ACC_0368,2026-05,265,93843,75421
ACC_0368,2026-06,297,111292,86434
ACC_0368,2026-07,285,96777,79740
ACC_0368,2026-08,288,82502,70140
ACC_0369,2026-03,211,67599,60513
ACC_0369,2026-04,189,63029,53986
ACC_0369,2026-05,195,64654,55150
ACC_0369,2026-06,205,72969,57818
ACC_0369,2026-07,203,57400,47294
ACC_0369,2026-08,192,56260,49536
ACC_0370,2026-03,169,159554,129978
ACC_0370,2026-04,188,160512,132010
ACC_0370,2026-05,170,183840,151898
ACC_0370,2026-06,223,210218,162877
ACC_0370,2026-07,268,232215,195453
ACC_0370,2026-08,322,270100,234543
ACC_0371,2026-03,220,82688,64892
ACC_0371,2026-04,240,81422,66148
ACC_0371,2026-05,218,85611,72060
ACC_0371,2026-06,116,41834,35957
ACC_0371,2026-07,58,21765,17978
ACC_0371,2026-08,29,10297,8989
ACC_0372,2026-03,53,29977,24814
ACC_0372,2026-04,45,23190,20672
ACC_0372,2026-05,49,22145,19853
